schedule_index,episode_id,partition,layout_id,planner,profile_id
347,holdout__holdout_06__tr__tau_w_100,holdout,holdout_06,tr,tau_w_100
348,holdout__holdout_10__tr__e0,holdout,holdout_10,tr,e0
349,holdout__holdout_08__tr__tau_y_300,holdout,holdout_08,tr,tau_y_300
350,discovery__discovery_14__tr__tau_w_100,discovery,discovery_14,tr,tau_w_100
351,discovery__discovery_02__tr__tau_y_150,discovery,discovery_02,tr,tau_y_150
352,discovery__discovery_14__tr__tau_y_150,discovery,discovery_14,tr,tau_y_150
353,discovery__discovery_12__teb__tau_y_150,discovery,discovery_12,teb,tau_y_150
354,holdout__holdout_06__tr__tau_w_300,holdout,holdout_06,tr,tau_w_300
355,discovery__discovery_16__teb__e0,discovery,discovery_16,teb,e0
356,discovery__discovery_04__teb__tau_w_300,discovery,discovery_04,teb,tau_w_300
357,discovery__discovery_17__teb__e0,discovery,discovery_17,teb,e0
358,discovery__discovery_11__teb__tau_x_300,discovery,discovery_11,teb,tau_x_300
359,discovery__discovery_04__teb__tau_w_100,discovery,discovery_04,teb,tau_w_100
360,discovery__discovery_03__teb__tau_w_300,discovery,discovery_03,teb,tau_w_300
361,discovery__discovery_01__teb__tau_x_300,discovery,discovery_01,teb,tau_x_300
362,holdout__holdout_11__teb__tau_x_300,holdout,holdout_11,teb,tau_x_300
363,holdout__holdout_18__teb__delay_200,holdout,holdout_18,teb,delay_200
364,holdout__holdout_03__tr__tau_w_300,holdout,holdout_03,tr,tau_w_300
365,holdout__holdout_07__tr__tau_y_150,holdout,holdout_07,tr,tau_y_150
366,discovery__discovery_16__teb__delay_200,discovery,discovery_16,teb,delay_200
367,holdout__holdout_15__tr__tau_y_150,holdout,holdout_15,tr,tau_y_150
368,discovery__discovery_17__teb__delay_200,discovery,discovery_17,teb,delay_200
369,holdout__holdout_19__tr__delay_050,holdout,holdout_19,tr,delay_050
370,discovery__discovery_10__tr__delay_100,discovery,discovery_10,tr,delay_100
371,holdout__holdout_12__tr__delay_100,holdout,holdout_12,tr,delay_100
372,holdout__holdout_06__teb__tau_w_100,holdout,holdout_06,teb,tau_w_100
373,holdout__holdout_03__teb__delay_050,holdout,holdout_03,teb,delay_050
374,discovery__discovery_13__tr__tau_x_300,discovery,discovery_13,tr,tau_x_300
375,holdout__holdout_02__teb__delay_050,holdout,holdout_02,teb,delay_050
376,holdout__holdout_19__tr__tau_y_300,holdout,holdout_19,tr,tau_y_300
377,discovery__discovery_10__teb__e0,discovery,discovery_10,teb,e0
378,discovery__discovery_09__tr__tau_y_500,discovery,discovery_09,tr,tau_y_500
379,discovery__discovery_19__tr__tau_w_100,discovery,discovery_19,tr,tau_w_100
380,holdout__holdout_01__tr__tau_y_500,holdout,holdout_01,tr,tau_y_500
381,discovery__discovery_01__teb__delay_100,discovery,discovery_01,teb,delay_100
382,holdout__holdout_20__tr__delay_200,holdout,holdout_20,tr,delay_200
383,discovery__discovery_19__tr__tau_y_150,discovery,discovery_19,tr,tau_y_150
384,holdout__holdout_01__teb__tau_y_150,holdout,holdout_01,teb,tau_y_150
385,holdout__holdout_03__tr__tau_x_100,holdout,holdout_03,tr,tau_x_100
386,holdout__holdout_15__tr__tau_x_300,holdout,holdout_15,tr,tau_x_300
387,discovery__discovery_09__tr__tau_y_300,discovery,discovery_09,tr,tau_y_300
388,discovery__discovery_04__tr__delay_050,discovery,discovery_04,tr,delay_050
389,holdout__holdout_20__tr__delay_100,holdout,holdout_20,tr,delay_100
390,discovery__discovery_05__teb__delay_100,discovery,discovery_05,teb,delay_100
391,holdout__holdout_09__teb__delay_100,holdout,holdout_09,teb,delay_100
392,holdout__holdout_11__tr__delay_200,holdout,holdout_11,tr,delay_200
393,discovery__discovery_09__teb__tau_w_300,discovery,discovery_09,teb,tau_w_300
394,holdout__holdout_19__teb__delay_200,holdout,holdout_19,teb,delay_200
395,holdout__holdout_05__tr__tau_y_300,holdout,holdout_05,tr,tau_y_300
396,discovery__discovery_08__teb__e0,discovery,discovery_08,teb,e0
397,holdout__holdout_07__teb__delay_200,holdout,holdout_07,teb,delay_200
398,discovery__discovery_06__teb__delay_100,discovery,discovery_06,teb,delay_100
399,holdout__holdout_20__teb__tau_x_100,holdout,holdout_20,teb,tau_x_100
400,discovery__discovery_02__tr__tau_w_100,discovery,discovery_02,tr,tau_w_100
401,holdout__holdout_14__teb__tau_y_300,holdout,holdout_14,teb,tau_y_300
402,holdout__holdout_05__teb__tau_x_300,holdout,holdout_05,teb,tau_x_300
403,holdout__holdout_03__teb__tau_w_100,holdout,holdout_03,teb,tau_w_100
404,discovery__discovery_14__tr__tau_x_100,discovery,discovery_14,tr,tau_x_100
405,discovery__discovery_12__teb__e0,discovery,discovery_12,teb,e0
406,discovery__discovery_10__tr__tau_y_500,discovery,discovery_10,tr,tau_y_500
407,discovery__discovery_09__teb__tau_w_100,discovery,discovery_09,teb,tau_w_100
408,holdout__holdout_15__teb__tau_x_300,holdout,holdout_15,teb,tau_x_300
409,holdout__holdout_11__teb__delay_050,holdout,holdout_11,teb,delay_050
410,discovery__discovery_08__tr__tau_x_100,discovery,discovery_08,tr,tau_x_100
411,holdout__holdout_17__teb__delay_050,holdout,holdout_17,teb,delay_050
412,discovery__discovery_07__tr__e0,discovery,discovery_07,tr,e0
413,discovery__discovery_12__teb__delay_200,discovery,discovery_12,teb,delay_200
414,holdout__holdout_02__tr__e0,holdout,holdout_02,tr,e0
415,discovery__discovery_20__tr__delay_200,discovery,discovery_20,tr,delay_200
416,discovery__discovery_11__tr__delay_200,discovery,discovery_11,tr,delay_200
417,discovery__discovery_04__tr__tau_x_300,discovery,discovery_04,tr,tau_x_300
418,discovery__discovery_12__teb__tau_y_500,discovery,discovery_12,teb,tau_y_500
419,holdout__holdout_01__teb__tau_x_100,holdout,holdout_01,teb,tau_x_100
420,discovery__discovery_01__tr__tau_y_500,discovery,discovery_01,tr,tau_y_500
421,holdout__holdout_12__teb__tau_x_300,holdout,holdout_12,teb,tau_x_300
422,holdout__holdout_18__tr__tau_y_150,holdout,holdout_18,tr,tau_y_150
423,discovery__discovery_16__teb__tau_w_300,discovery,discovery_16,teb,tau_w_300
424,discovery__discovery_15__teb__tau_x_100,discovery,discovery_15,teb,tau_x_100
425,holdout__holdout_16__tr__tau_y_500,holdout,holdout_16,tr,tau_y_500
426,holdout__holdout_18__teb__tau_x_300,holdout,holdout_18,teb,tau_x_300
427,holdout__holdout_17__teb__tau_y_150,holdout,holdout_17,teb,tau_y_150
428,discovery__discovery_16__tr__tau_w_300,discovery,discovery_16,tr,tau_w_300
429,discovery__discovery_08__tr__tau_w_300,discovery,discovery_08,tr,tau_w_300
430,holdout__holdout_13__teb__delay_050,holdout,holdout_13,teb,delay_050
431,holdout__holdout_06__tr__tau_x_300,holdout,holdout_06,tr,tau_x_300
432,discovery__discovery_15__teb__delay_200,discovery,discovery_15,teb,delay_200
433,holdout__holdout_06__tr__tau_y_500,holdout,holdout_06,tr,tau_y_500
434,discovery__discovery_03__tr__tau_w_300,discovery,discovery_03,tr,tau_w_300
435,discovery__discovery_01__tr__tau_y_300,discovery,discovery_01,tr,tau_y_300
436,holdout__holdout_17__tr__tau_y_500,holdout,holdout_17,tr,tau_y_500
437,discovery__discovery_06__tr__tau_w_300,discovery,discovery_06,tr,tau_w_300
438,discovery__discovery_15__tr__tau_w_300,discovery,discovery_15,tr,tau_w_300
439,discovery__discovery_03__teb__tau_x_100,discovery,discovery_03,teb,tau_x_100
440,holdout__holdout_08__teb__tau_y_150,holdout,holdout_08,teb,tau_y_150
441,discovery__discovery_08__teb__tau_w_300,discovery,discovery_08,teb,tau_w_300
442,discovery__discovery_19__tr__tau_y_300,discovery,discovery_19,tr,tau_y_300
443,discovery__discovery_04__tr__tau_y_500,discovery,discovery_04,tr,tau_y_500
444,discovery__discovery_13__teb__tau_y_300,discovery,discovery_13,teb,tau_y_300
445,discovery__discovery_12__teb__tau_x_300,discovery,discovery_12,teb,tau_x_300
446,discovery__discovery_18__tr__delay_100,discovery,discovery_18,tr,delay_100
447,holdout__holdout_06__tr__tau_y_300,holdout,holdout_06,tr,tau_y_300
448,discovery__discovery_16__teb__tau_y_150,discovery,discovery_16,teb,tau_y_150
449,holdout__holdout_19__tr__tau_w_300,holdout,holdout_19,tr,tau_w_300
450,discovery__discovery_06__teb__tau_x_100,discovery,discovery_06,teb,tau_x_100
451,discovery__discovery_18__teb__tau_y_300,discovery,discovery_18,teb,tau_y_300
452,holdout__holdout_11__tr__tau_y_300,holdout,holdout_11,tr,tau_y_300
453,holdout__holdout_02__teb__tau_x_100,holdout,holdout_02,teb,tau_x_100
454,discovery__discovery_11__teb__tau_w_300,discovery,discovery_11,teb,tau_w_300
455,discovery__discovery_10__tr__delay_200,discovery,discovery_10,tr,delay_200
456,discovery__discovery_14__tr__delay_200,discovery,discovery_14,tr,delay_200
457,holdout__holdout_02__teb__tau_y_300,holdout,holdout_02,teb,tau_y_300
458,holdout__holdout_04__teb__tau_y_500,holdout,holdout_04,teb,tau_y_500
459,holdout__holdout_16__tr__tau_w_300,holdout,holdout_16,tr,tau_w_300
460,discovery__discovery_13__teb__tau_y_150,discovery,discovery_13,teb,tau_y_150
461,holdout__holdout_04__tr__delay_050,holdout,holdout_04,tr,delay_050
462,discovery__discovery_13__teb__tau_w_300,discovery,discovery_13,teb,tau_w_300
463,discovery__discovery_19__tr__e0,discovery,discovery_19,tr,e0
464,discovery__discovery_08__tr__delay_200,discovery,discovery_08,tr,delay_200
465,holdout__holdout_17__tr__tau_x_100,holdout,holdout_17,tr,tau_x_100
466,discovery__discovery_08__teb__tau_w_100,discovery,discovery_08,teb,tau_w_100
467,discovery__discovery_01__teb__tau_y_150,discovery,discovery_01,teb,tau_y_150
468,holdout__holdout_14__teb__tau_x_100,holdout,holdout_14,teb,tau_x_100
469,discovery__discovery_15__tr__delay_100,discovery,discovery_15,tr,delay_100
470,holdout__holdout_20__tr__tau_x_100,holdout,holdout_20,tr,tau_x_100
471,discovery__discovery_04__tr__delay_200,discovery,discovery_04,tr,delay_200
472,holdout__holdout_08__tr__delay_200,holdout,holdout_08,tr,delay_200
473,discovery__discovery_01__tr__tau_x_100,discovery,discovery_01,tr,tau_x_100
474,discovery__discovery_14__teb__tau_x_300,discovery,discovery_14,teb,tau_x_300
475,discovery__discovery_18__teb__delay_200,discovery,discovery_18,teb,delay_200
476,holdout__holdout_02__tr__delay_200,holdout,holdout_02,tr,delay_200
477,discovery__discovery_19__teb__delay_100,discovery,discovery_19,teb,delay_100
478,discovery__discovery_07__tr__tau_w_300,discovery,discovery_07,tr,tau_w_300
479,holdout__holdout_07__tr__e0,holdout,holdout_07,tr,e0
480,holdout__holdout_07__teb__e0,holdout,holdout_07,teb,e0
481,discovery__discovery_08__tr__tau_y_150,discovery,discovery_08,tr,tau_y_150
482,holdout__holdout_09__tr__tau_y_300,holdout,holdout_09,tr,tau_y_300
483,discovery__discovery_03__tr__tau_w_100,discovery,discovery_03,tr,tau_w_100
484,holdout__holdout_16__tr__tau_w_100,holdout,holdout_16,tr,tau_w_100
485,holdout__holdout_12__tr__tau_x_100,holdout,holdout_12,tr,tau_x_100
486,holdout__holdout_20__teb__e0,holdout,holdout_20,teb,e0
487,holdout__holdout_15__tr__tau_x_100,holdout,holdout_15,tr,tau_x_100
488,holdout__holdout_11__teb__delay_200,holdout,holdout_11,teb,delay_200
489,discovery__discovery_11__tr__tau_w_100,discovery,discovery_11,tr,tau_w_100
490,holdout__holdout_16__tr__tau_y_300,holdout,holdout_16,tr,tau_y_300
491,holdout__holdout_14__teb__delay_050,holdout,holdout_14,teb,delay_050
492,discovery__discovery_06__teb__tau_y_500,discovery,discovery_06,teb,tau_y_500
493,discovery__discovery_19__teb__tau_w_300,discovery,discovery_19,teb,tau_w_300
494,discovery__discovery_14__tr__e0,discovery,discovery_14,tr,e0
495,discovery__discovery_16__tr__e0,discovery,discovery_16,tr,e0
496,discovery__discovery_20__teb__tau_x_300,discovery,discovery_20,teb,tau_x_300
497,discovery__discovery_18__tr__tau_w_100,discovery,discovery_18,tr,tau_w_100
498,discovery__discovery_12__teb__delay_100,discovery,discovery_12,teb,delay_100
499,holdout__holdout_15__tr__tau_w_300,holdout,holdout_15,tr,tau_w_300
500,holdout__holdout_20__teb__tau_x_300,holdout,holdout_20,teb,tau_x_300
501,holdout__holdout_20__teb__delay_050,holdout,holdout_20,teb,delay_050
502,discovery__discovery_02__tr__tau_w_300,discovery,discovery_02,tr,tau_w_300
503,holdout__holdout_09__tr__tau_x_300,holdout,holdout_09,tr,tau_x_300
504,discovery__discovery_10__teb__tau_y_300,discovery,discovery_10,teb,tau_y_300
505,holdout__holdout_10__teb__tau_w_100,holdout,holdout_10,teb,tau_w_100
506,discovery__discovery_10__teb__tau_y_500,discovery,discovery_10,teb,tau_y_500
507,discovery__discovery_19__teb__tau_y_150,discovery,discovery_19,teb,tau_y_150
508,discovery__discovery_01__teb__tau_y_300,discovery,discovery_01,teb,tau_y_300
509,holdout__holdout_06__teb__delay_050,holdout,holdout_06,teb,delay_050
510,holdout__holdout_10__tr__tau_y_150,holdout,holdout_10,tr,tau_y_150
511,holdout__holdout_12__teb__delay_050,holdout,holdout_12,teb,delay_050
512,holdout__holdout_14__teb__tau_x_300,holdout,holdout_14,teb,tau_x_300
513,discovery__discovery_18__teb__tau_w_100,discovery,discovery_18,teb,tau_w_100
514,holdout__holdout_03__tr__tau_y_300,holdout,holdout_03,tr,tau_y_300
515,discovery__discovery_20__tr__tau_w_100,discovery,discovery_20,tr,tau_w_100
516,discovery__discovery_03__teb__tau_y_150,discovery,discovery_03,teb,tau_y_150
517,discovery__discovery_20__teb__tau_y_150,discovery,discovery_20,teb,tau_y_150
518,holdout__holdout_13__tr__tau_y_150,holdout,holdout_13,tr,tau_y_150
519,discovery__discovery_15__teb__tau_w_100,discovery,discovery_15,teb,tau_w_100
520,holdout__holdout_10__teb__tau_x_100,holdout,holdout_10,teb,tau_x_100
521,discovery__discovery_08__teb__delay_050,discovery,discovery_08,teb,delay_050
522,holdout__holdout_01__teb__e0,holdout,holdout_01,teb,e0
523,holdout__holdout_09__tr__tau_y_150,holdout,holdout_09,tr,tau_y_150
524,discovery__discovery_13__tr__tau_y_500,discovery,discovery_13,tr,tau_y_500
525,discovery__discovery_10__teb__delay_050,discovery,discovery_10,teb,delay_050
526,holdout__holdout_18__teb__tau_y_500,holdout,holdout_18,teb,tau_y_500
527,holdout__holdout_18__tr__e0,holdout,holdout_18,tr,e0
528,holdout__holdout_04__teb__tau_w_300,holdout,holdout_04,teb,tau_w_300
529,holdout__holdout_09__teb__tau_w_100,holdout,holdout_09,teb,tau_w_100
530,holdout__holdout_11__teb__tau_x_100,holdout,holdout_11,teb,tau_x_100
531,holdout__holdout_20__teb__tau_w_300,holdout,holdout_20,teb,tau_w_300
532,holdout__holdout_15__tr__tau_y_500,holdout,holdout_15,tr,tau_y_500
533,holdout__holdout_15__tr__tau_y_300,holdout,holdout_15,tr,tau_y_300
534,discovery__discovery_20__tr__delay_100,discovery,discovery_20,tr,delay_100
535,discovery__discovery_02__tr__delay_100,discovery,discovery_02,tr,delay_100
536,discovery__discovery_13__tr__tau_y_300,discovery,discovery_13,tr,tau_y_300
537,discovery__discovery_03__tr__tau_x_300,discovery,discovery_03,tr,tau_x_300
538,discovery__discovery_10__tr__tau_x_300,discovery,discovery_10,tr,tau_x_300
539,discovery__discovery_20__teb__delay_050,discovery,discovery_20,teb,delay_050
540,holdout__holdout_02__teb__tau_y_500,holdout,holdout_02,teb,tau_y_500
541,holdout__holdout_18__tr__delay_200,holdout,holdout_18,tr,delay_200
542,holdout__holdout_13__tr__tau_x_100,holdout,holdout_13,tr,tau_x_100
543,holdout__holdout_16__tr__e0,holdout,holdout_16,tr,e0
544,discovery__discovery_12__tr__tau_w_300,discovery,discovery_12,tr,tau_w_300
545,discovery__discovery_09__teb__tau_x_100,discovery,discovery_09,teb,tau_x_100
546,discovery__discovery_19__teb__e0,discovery,discovery_19,teb,e0
547,holdout__holdout_03__tr__e0,holdout,holdout_03,tr,e0
548,discovery__discovery_18__teb__e0,discovery,discovery_18,teb,e0
549,holdout__holdout_05__teb__tau_x_100,holdout,holdout_05,teb,tau_x_100
550,holdout__holdout_18__teb__delay_050,holdout,holdout_18,teb,delay_050
551,holdout__holdout_04__tr__tau_y_300,holdout,holdout_04,tr,tau_y_300
552,holdout__holdout_20__teb__delay_200,holdout,holdout_20,teb,delay_200
553,discovery__discovery_06__tr__delay_200,discovery,discovery_06,tr,delay_200
554,holdout__holdout_06__tr__e0,holdout,holdout_06,tr,e0
555,holdout__holdout_11__tr__tau_w_300,holdout,holdout_11,tr,tau_w_300
556,discovery__discovery_17__teb__tau_x_300,discovery,discovery_17,teb,tau_x_300
557,holdout__holdout_09__teb__delay_050,holdout,holdout_09,teb,delay_050
558,holdout__holdout_13__tr__delay_050,holdout,holdout_13,tr,delay_050
559,discovery__discovery_03__tr__tau_y_150,discovery,discovery_03,tr,tau_y_150
560,holdout__holdout_08__teb__tau_w_100,holdout,holdout_08,teb,tau_w_100
561,holdout__holdout_20__teb__tau_y_500,holdout,holdout_20,teb,tau_y_500
562,holdout__holdout_06__teb__delay_100,holdout,holdout_06,teb,delay_100
563,discovery__discovery_10__teb__tau_x_100,discovery,discovery_10,teb,tau_x_100
564,holdout__holdout_06__teb__tau_x_300,holdout,holdout_06,teb,tau_x_300
565,discovery__discovery_16__tr__tau_y_150,discovery,discovery_16,tr,tau_y_150
566,discovery__discovery_01__tr__delay_050,discovery,discovery_01,tr,delay_050
567,holdout__holdout_19__tr__tau_y_150,holdout,holdout_19,tr,tau_y_150
568,holdout__holdout_07__tr__tau_y_300,holdout,holdout_07,tr,tau_y_300
569,holdout__holdout_05__tr__delay_050,holdout,holdout_05,tr,delay_050
570,discovery__discovery_10__tr__tau_y_150,discovery,discovery_10,tr,tau_y_150
571,holdout__holdout_10__teb__delay_200,holdout,holdout_10,teb,delay_200
572,discovery__discovery_08__tr__tau_y_500,discovery,discovery_08,tr,tau_y_500
573,holdout__holdout_01__tr__e0,holdout,holdout_01,tr,e0
574,discovery__discovery_18__tr__tau_x_300,discovery,discovery_18,tr,tau_x_300
575,holdout__holdout_09__teb__e0,holdout,holdout_09,teb,e0
576,holdout__holdout_09__tr__tau_x_100,holdout,holdout_09,tr,tau_x_100
577,holdout__holdout_19__teb__tau_x_300,holdout,holdout_19,teb,tau_x_300
578,discovery__discovery_01__teb__e0,discovery,discovery_01,teb,e0
579,holdout__holdout_20__teb__tau_w_100,holdout,holdout_20,teb,tau_w_100
580,discovery__discovery_02__teb__tau_y_500,discovery,discovery_02,teb,tau_y_500
581,discovery__discovery_16__tr__delay_050,discovery,discovery_16,tr,delay_050
582,holdout__holdout_16__teb__tau_y_300,holdout,holdout_16,teb,tau_y_300
583,holdout__holdout_10__teb__delay_100,holdout,holdout_10,teb,delay_100
584,discovery__discovery_20__teb__tau_w_300,discovery,discovery_20,teb,tau_w_300
585,discovery__discovery_15__teb__e0,discovery,discovery_15,teb,e0
586,discovery__discovery_02__teb__tau_y_300,discovery,discovery_02,teb,tau_y_300
587,holdout__holdout_04__tr__tau_w_100,holdout,holdout_04,tr,tau_w_100
588,discovery__discovery_14__teb__tau_w_100,discovery,discovery_14,teb,tau_w_100
589,holdout__holdout_16__teb__tau_y_150,holdout,holdout_16,teb,tau_y_150
590,holdout__holdout_10__teb__tau_y_500,holdout,holdout_10,teb,tau_y_500
591,holdout__holdout_01__tr__tau_w_300,holdout,holdout_01,tr,tau_w_300
592,discovery__discovery_12__tr__delay_050,discovery,discovery_12,tr,delay_050
593,holdout__holdout_10__teb__tau_y_150,holdout,holdout_10,teb,tau_y_150
594,discovery__discovery_05__teb__tau_y_500,discovery,discovery_05,teb,tau_y_500
595,holdout__holdout_14__teb__tau_w_100,holdout,holdout_14,teb,tau_w_100
596,discovery__discovery_14__tr__tau_y_500,discovery,discovery_14,tr,tau_y_500
597,discovery__discovery_01__teb__delay_200,discovery,discovery_01,teb,delay_200
598,discovery__discovery_10__teb__delay_100,discovery,discovery_10,teb,delay_100
599,discovery__discovery_10__tr__tau_w_100,discovery,discovery_10,tr,tau_w_100
600,holdout__holdout_13__teb__tau_x_300,holdout,holdout_13,teb,tau_x_300
601,holdout__holdout_12__tr__tau_y_150,holdout,holdout_12,tr,tau_y_150
602,holdout__holdout_16__teb__delay_050,holdout,holdout_16,teb,delay_050
603,discovery__discovery_04__tr__tau_y_300,discovery,discovery_04,tr,tau_y_300
604,discovery__discovery_06__tr__delay_050,discovery,discovery_06,tr,delay_050
605,holdout__holdout_07__tr__tau_y_500,holdout,holdout_07,tr,tau_y_500
606,holdout__holdout_18__tr__delay_050,holdout,holdout_18,tr,delay_050
607,holdout__holdout_20__tr__delay_050,holdout,holdout_20,tr,delay_050
608,holdout__holdout_07__teb__tau_w_300,holdout,holdout_07,teb,tau_w_300
609,discovery__discovery_11__tr__tau_y_500,discovery,discovery_11,tr,tau_y_500
610,discovery__discovery_09__tr__tau_w_100,discovery,discovery_09,tr,tau_w_100
611,holdout__holdout_07__tr__tau_w_300,holdout,holdout_07,tr,tau_w_300
612,holdout__holdout_14__tr__delay_200,holdout,holdout_14,tr,delay_200
613,discovery__discovery_17__teb__delay_050,discovery,discovery_17,teb,delay_050
614,holdout__holdout_17__teb__tau_y_300,holdout,holdout_17,teb,tau_y_300
615,discovery__discovery_01__teb__tau_y_500,discovery,discovery_01,teb,tau_y_500
616,discovery__discovery_19__teb__tau_x_300,discovery,discovery_19,teb,tau_x_300
617,holdout__holdout_11__teb__e0,holdout,holdout_11,teb,e0
618,holdout__holdout_04__teb__tau_y_300,holdout,holdout_04,teb,tau_y_300
619,holdout__holdout_12__tr__tau_w_100,holdout,holdout_12,tr,tau_w_100
620,holdout__holdout_06__teb__delay_200,holdout,holdout_06,teb,delay_200
621,discovery__discovery_08__tr__tau_y_300,discovery,discovery_08,tr,tau_y_300
622,holdout__holdout_14__tr__delay_100,holdout,holdout_14,tr,delay_100
623,holdout__holdout_03__teb__delay_200,holdout,holdout_03,teb,delay_200
624,discovery__discovery_14__teb__delay_100,discovery,discovery_14,teb,delay_100
625,discovery__discovery_07__tr__tau_x_300,discovery,discovery_07,tr,tau_x_300
626,holdout__holdout_18__tr__tau_w_100,holdout,holdout_18,tr,tau_w_100
627,discovery__discovery_08__teb__tau_y_150,discovery,discovery_08,teb,tau_y_150
628,holdout__holdout_11__tr__delay_050,holdout,holdout_11,tr,delay_050
629,discovery__discovery_09__tr__delay_200,discovery,discovery_09,tr,delay_200
630,holdout__holdout_08__teb__delay_050,holdout,holdout_08,teb,delay_050
631,discovery__discovery_13__teb__e0,discovery,discovery_13,teb,e0
632,discovery__discovery_17__teb__delay_100,discovery,discovery_17,teb,delay_100
633,holdout__holdout_12__teb__delay_100,holdout,holdout_12,teb,delay_100
634,holdout__holdout_07__teb__tau_y_500,holdout,holdout_07,teb,tau_y_500
635,discovery__discovery_10__tr__delay_050,discovery,discovery_10,tr,delay_050
636,discovery__discovery_02__tr__tau_y_300,discovery,discovery_02,tr,tau_y_300
637,discovery__discovery_17__tr__tau_w_300,discovery,discovery_17,tr,tau_w_300
638,holdout__holdout_14__teb__tau_y_150,holdout,holdout_14,teb,tau_y_150
639,discovery__discovery_18__teb__tau_y_500,discovery,discovery_18,teb,tau_y_500
640,holdout__holdout_09__tr__tau_w_300,holdout,holdout_09,tr,tau_w_300
641,discovery__discovery_05__tr__delay_100,discovery,discovery_05,tr,delay_100
642,discovery__discovery_04__teb__tau_y_500,discovery,discovery_04,teb,tau_y_500
643,holdout__holdout_01__teb__tau_w_100,holdout,holdout_01,teb,tau_w_100
644,holdout__holdout_01__teb__tau_y_300,holdout,holdout_01,teb,tau_y_300
645,holdout__holdout_09__teb__tau_w_300,holdout,holdout_09,teb,tau_w_300
646,discovery__discovery_14__tr__tau_x_300,discovery,discovery_14,tr,tau_x_300
647,holdout__holdout_12__teb__delay_200,holdout,holdout_12,teb,delay_200
648,discovery__discovery_05__tr__tau_y_150,discovery,discovery_05,tr,tau_y_150
649,holdout__holdout_04__tr__e0,holdout,holdout_04,tr,e0
650,holdout__holdout_06__teb__tau_y_500,holdout,holdout_06,teb,tau_y_500
651,holdout__holdout_03__tr__tau_x_300,holdout,holdout_03,tr,tau_x_300
652,holdout__holdout_19__teb__delay_050,holdout,holdout_19,teb,delay_050
653,discovery__discovery_07__teb__delay_100,discovery,discovery_07,teb,delay_100
654,discovery__discovery_09__teb__tau_x_300,discovery,discovery_09,teb,tau_x_300
655,discovery__discovery_17__tr__tau_x_100,discovery,discovery_17,tr,tau_x_100
656,discovery__discovery_12__tr__tau_x_300,discovery,discovery_12,tr,tau_x_300
657,holdout__holdout_01__tr__tau_y_300,holdout,holdout_01,tr,tau_y_300
658,discovery__discovery_07__teb__e0,discovery,discovery_07,teb,e0
659,discovery__discovery_09__tr__tau_w_300,discovery,discovery_09,tr,tau_w_300
660,discovery__discovery_14__teb__tau_y_500,discovery,discovery_14,teb,tau_y_500
661,discovery__discovery_14__teb__delay_200,discovery,discovery_14,teb,delay_200
662,holdout__holdout_07__tr__delay_050,holdout,holdout_07,tr,delay_050
663,discovery__discovery_08__teb__delay_100,discovery,discovery_08,teb,delay_100
664,holdout__holdout_10__tr__delay_050,holdout,holdout_10,tr,delay_050
665,discovery__discovery_14__tr__tau_y_300,discovery,discovery_14,tr,tau_y_300
666,discovery__discovery_02__teb__tau_w_300,discovery,discovery_02,teb,tau_w_300
667,holdout__holdout_10__tr__tau_x_300,holdout,holdout_10,tr,tau_x_300
668,holdout__holdout_02__tr__tau_y_150,holdout,holdout_02,tr,tau_y_150
669,holdout__holdout_16__tr__delay_050,holdout,holdout_16,tr,delay_050
670,discovery__discovery_11__teb__delay_200,discovery,discovery_11,teb,delay_200
671,holdout__holdout_14__teb__delay_200,holdout,holdout_14,teb,delay_200
672,holdout__holdout_09__tr__tau_w_100,holdout,holdout_09,tr,tau_w_100
673,holdout__holdout_06__tr__delay_050,holdout,holdout_06,tr,delay_050
674,holdout__holdout_04__tr__tau_y_500,holdout,holdout_04,tr,tau_y_500
675,holdout__holdout_16__tr__tau_x_100,holdout,holdout_16,tr,tau_x_100
676,discovery__discovery_02__teb__delay_050,discovery,discovery_02,teb,delay_050
677,discovery__discovery_01__teb__delay_050,discovery,discovery_01,teb,delay_050
678,discovery__discovery_09__tr__tau_x_300,discovery,discovery_09,tr,tau_x_300
679,discovery__discovery_17__tr__tau_y_500,discovery,discovery_17,tr,tau_y_500
680,discovery__discovery_04__teb__delay_200,discovery,discovery_04,teb,delay_200
681,holdout__holdout_16__tr__tau_y_150,holdout,holdout_16,tr,tau_y_150
682,discovery__discovery_01__teb__tau_x_100,discovery,discovery_01,teb,tau_x_100
683,discovery__discovery_08__tr__tau_w_100,discovery,discovery_08,tr,tau_w_100
684,holdout__holdout_05__tr__tau_x_100,holdout,holdout_05,tr,tau_x_100
685,holdout__holdout_19__tr__e0,holdout,holdout_19,tr,e0
686,discovery__discovery_04__tr__tau_w_300,discovery,discovery_04,tr,tau_w_300
687,holdout__holdout_02__teb__e0,holdout,holdout_02,teb,e0
688,holdout__holdout_19__tr__tau_y_500,holdout,holdout_19,tr,tau_y_500
689,holdout__holdout_09__teb__tau_y_150,holdout,holdout_09,teb,tau_y_150
690,holdout__holdout_08__teb__tau_y_300,holdout,holdout_08,teb,tau_y_300
691,holdout__holdout_09__tr__e0,holdout,holdout_09,tr,e0
692,holdout__holdout_13__tr__tau_w_100,holdout,holdout_13,tr,tau_w_100
693,holdout__holdout_19__teb__tau_y_500,holdout,holdout_19,teb,tau_y_500
