schedule_index,episode_id,partition,layout_id,planner,profile_id,lock_hash,valid,success,reason,raw_reason,collision,planner_failures,planner_calls,execution_steps,final_xy_error,final_yaw_error,final_time,capped_time_to_termination,path_length,min_clearance,compute_mean,compute_max,time_contract,feedback_contract,command_hold_contract,collision_truth_contract,normalized_path_progress
131,discovery__discovery_04__teb__e0,discovery,discovery_04,teb,e0,355a6b600b50409b680ffb0e06ee53d75e1a915fb3142bddfb3a3a3180f9c8d5,true,true,external_tolerance,external_tolerance,false,0,251,1253,0.06153553165783232,0.09492605666933264,12.529999999999777,12.529999999999777,5.659712009788518,0.13308313395301452,0.01580945578884462,0.052661206,true,true,true,true,0.9931335543402906
134,discovery__discovery_03__teb__tau_x_300,discovery,discovery_03,teb,tau_x_300,355a6b600b50409b680ffb0e06ee53d75e1a915fb3142bddfb3a3a3180f9c8d5,true,true,external_tolerance,external_tolerance,false,0,257,1285,0.05327093940671451,0.09915851880139515,12.84999999999977,12.84999999999977,5.529083844154065,0.12148597445728107,0.013781681147859923,0.02725082,true,true,true,true,0.9976190653758931
133,holdout__holdout_15__tr__e0,holdout,holdout_15,tr,e0,355a6b600b50409b680ffb0e06ee53d75e1a915fb3142bddfb3a3a3180f9c8d5,true,false,logical_timeout,duration,false,0,600,3000,4.329015837316269,0.30799245582894264,30.00000000000189,30.00000000000189,1.0757751644232443,0.20660474979036272,0.007694064520000005,0.021553871,true,true,true,true,0.15448469818851454
132,holdout__holdout_18__teb__tau_w_300,holdout,holdout_18,teb,tau_w_300,355a6b600b50409b680ffb0e06ee53d75e1a915fb3142bddfb3a3a3180f9c8d5,true,true,external_tolerance,external_tolerance,false,0,422,2106,0.044898836023083755,0.09408006185843532,21.060000000000493,21.060000000000493,5.812220745805088,0.23262982072157867,0.01687885298815165,0.034004922,true,true,true,true,0.9926970585279449
139,holdout__holdout_05__tr__e0,holdout,holdout_05,tr,e0,355a6b600b50409b680ffb0e06ee53d75e1a915fb3142bddfb3a3a3180f9c8d5,true,true,external_tolerance,external_tolerance,false,0,293,1463,0.0741603126585888,0.09915530522624794,14.629999999999733,14.629999999999733,5.191655704908266,0.02990981659120758,0.009886236982935151,0.032702291,true,true,true,true,0.987076951751902
135,holdout__holdout_05__teb__tau_y_500,holdout,holdout_05,teb,tau_y_500,355a6b600b50409b680ffb0e06ee53d75e1a915fb3142bddfb3a3a3180f9c8d5,true,true,external_tolerance,external_tolerance,false,0,294,1469,0.0795987121077464,0.014439611619127529,14.689999999999731,14.689999999999731,5.363257559844735,0.15227095458843037,0.017389413200680253,0.057873001,true,true,true,true,0.9876289853412489
140,holdout__holdout_06__teb__tau_y_150,holdout,holdout_06,teb,tau_y_150,355a6b600b50409b680ffb0e06ee53d75e1a915fb3142bddfb3a3a3180f9c8d5,true,true,external_tolerance,external_tolerance,false,0,251,1251,0.07968579929063335,0.0926334755069532,12.509999999999778,12.509999999999778,5.104213503340819,0.195700282531861,0.0163858590756972,0.041702954,true,true,true,true,0.9976703200562874
136,holdout__holdout_08__tr__e0,holdout,holdout_08,tr,e0,355a6b600b50409b680ffb0e06ee53d75e1a915fb3142bddfb3a3a3180f9c8d5,true,false,logical_timeout,duration,false,0,600,3000,2.641417739166373,0.8286454172339289,30.00000000000189,30.00000000000189,2.479344066172985,0.23302704858765688,0.008613228218333333,0.019765583,true,true,true,true,0.4006266664397609
138,holdout__holdout_05__teb__delay_050,holdout,holdout_05,teb,delay_050,355a6b600b50409b680ffb0e06ee53d75e1a915fb3142bddfb3a3a3180f9c8d5,true,true,external_tolerance,external_tolerance,false,0,278,1388,0.07881933722556106,0.060264742252934815,13.879999999999749,13.879999999999749,5.29369169885636,0.16873129842884135,0.018359423751798564,0.047931103,true,true,true,true,0.9867770931724016
142,discovery__discovery_15__tr__tau_y_150,discovery,discovery_15,tr,tau_y_150,355a6b600b50409b680ffb0e06ee53d75e1a915fb3142bddfb3a3a3180f9c8d5,true,true,external_tolerance,external_tolerance,false,0,256,1276,0.07843980994848679,0.099496786647615,12.759999999999772,12.759999999999772,4.95131671346648,0.06128401786937463,0.01191242907421875,0.02348903,true,true,true,true,0.9853257903120376
137,holdout__holdout_19__tr__delay_100,holdout,holdout_19,tr,delay_100,355a6b600b50409b680ffb0e06ee53d75e1a915fb3142bddfb3a3a3180f9c8d5,true,false,logical_timeout,duration,false,0,600,3000,4.364019986768228,0.8702484676381531,30.00000000000189,30.00000000000189,0.937309589893891,0.7836272818082004,0.007871605538333331,0.039214678,true,true,true,true,0.12322697473468333
143,discovery__discovery_15__tr__delay_200,discovery,discovery_15,tr,delay_200,355a6b600b50409b680ffb0e06ee53d75e1a915fb3142bddfb3a3a3180f9c8d5,true,true,external_tolerance,external_tolerance,false,0,260,1298,0.06515658923641157,0.09777870927820088,12.979999999999768,12.979999999999768,5.186065443869149,0.1992591026534427,0.012001127165384616,0.027886669,true,true,true,true,0.9950795174376351
141,discovery__discovery_07__teb__tau_x_100,discovery,discovery_07,teb,tau_x_100,355a6b600b50409b680ffb0e06ee53d75e1a915fb3142bddfb3a3a3180f9c8d5,true,true,external_tolerance,external_tolerance,false,0,298,1488,0.07065857924940556,0.09608592355319545,14.879999999999727,14.879999999999727,6.342318209642523,0.1590421823267909,0.021348695550335566,0.059757495,true,true,true,true,0.991080320330001
145,discovery__discovery_05__tr__tau_y_300,discovery,discovery_05,tr,tau_y_300,355a6b600b50409b680ffb0e06ee53d75e1a915fb3142bddfb3a3a3180f9c8d5,true,true,external_tolerance,external_tolerance,false,0,315,1575,0.07609826147617015,0.09923214144078055,15.749999999999709,15.749999999999709,5.206799275338277,0.03893754989175224,0.0090559897079365,0.018950692,true,true,true,true,0.9873370529348843
146,discovery__discovery_06__tr__tau_y_150,discovery,discovery_06,tr,tau_y_150,355a6b600b50409b680ffb0e06ee53d75e1a915fb3142bddfb3a3a3180f9c8d5,true,true,external_tolerance,external_tolerance,false,0,255,1274,0.07785279647481466,0.09916261381857448,12.739999999999773,12.739999999999773,4.932918038993584,0.08127871652356375,0.01123917090588236,0.022076288,true,true,true,true,0.9855433961621354
144,discovery__discovery_01__tr__delay_100,discovery,discovery_01,tr,delay_100,355a6b600b50409b680ffb0e06ee53d75e1a915fb3142bddfb3a3a3180f9c8d5,true,false,logical_timeout,duration,false,0,600,3000,4.595136605257129,0.16682016579433365,30.00000000000189,30.00000000000189,0.7407292134095608,0.21578634329123483,0.007237841793333336,0.030670309,true,true,true,true,0.08326013857859343
147,discovery__discovery_12__tr__tau_y_150,discovery,discovery_12,tr,tau_y_150,355a6b600b50409b680ffb0e06ee53d75e1a915fb3142bddfb3a3a3180f9c8d5,true,false,logical_timeout,duration,false,0,600,3000,4.356402824901379,0.6896092988842002,30.00000000000189,30.00000000000189,1.3525793507626327,0.680443011474925,0.0060475304733333375,0.020306083,true,true,true,true,0.10988052497226757
152,holdout__holdout_15__teb__delay_050,holdout,holdout_15,teb,delay_050,355a6b600b50409b680ffb0e06ee53d75e1a915fb3142bddfb3a3a3180f9c8d5,true,true,external_tolerance,external_tolerance,false,0,272,1360,0.07803945005065409,0.07246153114083584,13.599999999999755,13.599999999999755,5.612173481713997,0.16419892271682696,0.014372411672794117,0.05958732,true,true,true,true,0.9880497756974298
154,discovery__discovery_03__tr__delay_200,discovery,discovery_03,tr,delay_200,355a6b600b50409b680ffb0e06ee53d75e1a915fb3142bddfb3a3a3180f9c8d5,true,true,external_tolerance,external_tolerance,false,0,277,1385,0.03534733583378171,0.09844884332850277,13.84999999999975,13.84999999999975,5.4907266923100835,0.11775556262076461,0.012538254537906128,0.026285439,true,true,true,true,0.9958276487334442
155,holdout__holdout_12__tr__tau_y_300,holdout,holdout_12,tr,tau_y_300,355a6b600b50409b680ffb0e06ee53d75e1a915fb3142bddfb3a3a3180f9c8d5,true,true,external_tolerance,external_tolerance,false,0,257,1284,0.07987895955558684,0.09954490390888118,12.83999999999977,12.83999999999977,4.912622632509572,0.06862156389753997,0.01181040461089494,0.045674784,true,true,true,true,0.9850600471961309
148,discovery__discovery_01__tr__tau_y_150,discovery,discovery_01,tr,tau_y_150,355a6b600b50409b680ffb0e06ee53d75e1a915fb3142bddfb3a3a3180f9c8d5,true,false,logical_timeout,duration,false,0,600,3000,4.621761963851351,0.048146130610267915,30.00000000000189,30.00000000000189,0.5713708233646692,0.26020695656354054,0.008814731041666676,0.063967236,true,true,true,true,0.08395287747508438
153,holdout__holdout_03__teb__tau_x_300,holdout,holdout_03,teb,tau_x_300,355a6b600b50409b680ffb0e06ee53d75e1a915fb3142bddfb3a3a3180f9c8d5,true,true,external_tolerance,external_tolerance,false,0,266,1330,0.05940719280180951,0.09913941157058706,13.299999999999761,13.299999999999761,5.796523868370023,0.0493375434174537,0.01859278263533835,0.037407176,true,true,true,true,0.9902399168346199
150,discovery__discovery_13__teb__tau_w_100,discovery,discovery_13,teb,tau_w_100,355a6b600b50409b680ffb0e06ee53d75e1a915fb3142bddfb3a3a3180f9c8d5,true,true,external_tolerance,external_tolerance,false,0,345,1722,0.07691072927410723,0.0889273595000052,17.219999999999892,17.219999999999892,5.969009787375551,0.12454428637832667,0.017768116055072475,0.040609823,true,true,true,true,0.9877992827717303
151,discovery__discovery_01__tr__tau_w_300,discovery,discovery_01,tr,tau_w_300,355a6b600b50409b680ffb0e06ee53d75e1a915fb3142bddfb3a3a3180f9c8d5,true,false,logical_timeout,duration,false,0,600,3000,4.600543931607461,0.0021330398392616677,30.00000000000189,30.00000000000189,0.5547075189458145,0.23443109892402034,0.008276166883333323,0.029337329,true,true,true,true,0.08434094646781763
156,discovery__discovery_16__teb__tau_x_100,discovery,discovery_16,teb,tau_x_100,355a6b600b50409b680ffb0e06ee53d75e1a915fb3142bddfb3a3a3180f9c8d5,true,true,external_tolerance,external_tolerance,false,0,281,1404,0.02949792732706087,0.09699589663396295,14.039999999999745,14.039999999999745,6.0276190692301395,0.2103790193037698,0.015151103483985764,0.039979774,true,true,true,true,1.0
149,holdout__holdout_09__teb__tau_y_300,holdout,holdout_09,teb,tau_y_300,355a6b600b50409b680ffb0e06ee53d75e1a915fb3142bddfb3a3a3180f9c8d5,true,true,external_tolerance,external_tolerance,false,0,435,2172,0.007553129365934306,0.09875723723459412,21.720000000000596,21.720000000000596,7.327395317085837,0.051385497811951626,0.016882511487356314,0.037114683,true,true,true,true,1.0
158,holdout__holdout_20__tr__tau_y_300,holdout,holdout_20,tr,tau_y_300,355a6b600b50409b680ffb0e06ee53d75e1a915fb3142bddfb3a3a3180f9c8d5,true,true,external_tolerance,external_tolerance,false,0,252,1257,0.07644551773877616,0.09936033449294528,12.569999999999776,12.569999999999776,4.880586249365212,0.10427531100231967,0.011025295861111109,0.036273559,true,true,true,true,0.985729744721477
157,discovery__discovery_11__tr__tau_x_300,discovery,discovery_11,tr,tau_x_300,355a6b600b50409b680ffb0e06ee53d75e1a915fb3142bddfb3a3a3180f9c8d5,true,true,external_tolerance,external_tolerance,false,0,331,1652,0.03222019980965397,0.09998768224054497,16.519999999999783,16.519999999999783,5.374200346887186,0.06921220526700401,0.009704666867069486,0.043654117,true,true,true,true,1.0
159,holdout__holdout_01__teb__delay_100,holdout,holdout_01,teb,delay_100,355a6b600b50409b680ffb0e06ee53d75e1a915fb3142bddfb3a3a3180f9c8d5,true,true,external_tolerance,external_tolerance,false,0,288,1437,0.009310020969560346,0.09992488450348794,14.369999999999738,14.369999999999738,5.629711461904023,0.18296070628282313,0.014112011559027785,0.027134108,true,true,true,true,1.0
160,discovery__discovery_16__teb__tau_x_300,discovery,discovery_16,teb,tau_x_300,355a6b600b50409b680ffb0e06ee53d75e1a915fb3142bddfb3a3a3180f9c8d5,true,true,external_tolerance,external_tolerance,false,0,356,1780,0.07935731903344788,0.05137162600211635,17.799999999999983,17.799999999999983,6.501336015930098,0.19978228692734423,0.012976300997191008,0.030336342,true,true,true,true,1.0
166,holdout__holdout_02__tr__tau_y_500,holdout,holdout_02,tr,tau_y_500,355a6b600b50409b680ffb0e06ee53d75e1a915fb3142bddfb3a3a3180f9c8d5,true,true,external_tolerance,external_tolerance,false,0,281,1401,0.07546189828570045,0.09951840239830921,14.009999999999746,14.009999999999746,4.959010110996747,0.1962868558007369,0.01078509102846975,0.054606544,true,true,true,true,0.9856906750568393
162,holdout__holdout_14__tr__tau_y_150,holdout,holdout_14,tr,tau_y_150,355a6b600b50409b680ffb0e06ee53d75e1a915fb3142bddfb3a3a3180f9c8d5,true,true,external_tolerance,external_tolerance,false,0,322,1606,0.07916034415402796,0.09912748055699476,16.05999999999971,16.05999999999971,5.818148385241725,0.052754660085581905,0.010662095406832306,0.048595059,true,true,true,true,0.9882829637895099
164,discovery__discovery_07__tr__tau_y_300,discovery,discovery_07,tr,tau_y_300,355a6b600b50409b680ffb0e06ee53d75e1a915fb3142bddfb3a3a3180f9c8d5,true,true,external_tolerance,external_tolerance,false,0,307,1534,0.07989174059676307,0.012226667883585486,15.339999999999717,15.339999999999717,6.232882864237792,0.02165750016705167,0.011739982029315966,0.021598533,true,true,true,true,0.9897559082368156
165,holdout__holdout_20__teb__tau_y_150,holdout,holdout_20,teb,tau_y_150,355a6b600b50409b680ffb0e06ee53d75e1a915fb3142bddfb3a3a3180f9c8d5,true,true,external_tolerance,external_tolerance,false,0,254,1267,0.07957298314568596,0.07972429892360314,12.669999999999774,12.669999999999774,5.500663011635123,0.12857952726879524,0.01408172054330708,0.035194881,true,true,true,true,0.9861217781307547
163,holdout__holdout_12__teb__tau_y_150,holdout,holdout_12,teb,tau_y_150,355a6b600b50409b680ffb0e06ee53d75e1a915fb3142bddfb3a3a3180f9c8d5,true,true,external_tolerance,external_tolerance,false,0,268,1337,0.07642736149814744,0.09857333475780372,13.36999999999976,13.36999999999976,5.212016003446548,0.04622014458918121,0.015706607955223856,0.032353434,true,true,true,true,0.9909387887910862
161,discovery__discovery_10__teb__tau_y_150,discovery,discovery_10,teb,tau_y_150,355a6b600b50409b680ffb0e06ee53d75e1a915fb3142bddfb3a3a3180f9c8d5,true,true,external_tolerance,external_tolerance,false,0,297,1485,0.07734582646950888,0.07930390693797676,14.849999999999728,14.849999999999728,5.664112134788894,0.048919518347886465,0.017785393309764325,0.055440343,true,true,true,true,0.9916676040480151
170,discovery__discovery_16__tr__tau_x_100,discovery,discovery_16,tr,tau_x_100,355a6b600b50409b680ffb0e06ee53d75e1a915fb3142bddfb3a3a3180f9c8d5,true,true,external_tolerance,external_tolerance,false,0,339,1692,0.06404080028193354,0.09917514013164644,16.919999999999845,16.919999999999845,5.822224503611784,0.11591011325106697,0.009949509613569319,0.046252031,true,true,true,true,0.9899337621161416
168,discovery__discovery_12__teb__tau_w_100,discovery,discovery_12,teb,tau_w_100,355a6b600b50409b680ffb0e06ee53d75e1a915fb3142bddfb3a3a3180f9c8d5,true,true,external_tolerance,external_tolerance,false,0,289,1441,0.05288200275852122,0.0947184195965155,14.409999999999737,14.409999999999737,5.81188922644258,0.18626813078826993,0.02003985689965399,0.051865406,true,true,true,true,0.9916909462874736
169,discovery__discovery_17__tr__tau_w_100,discovery,discovery_17,tr,tau_w_100,355a6b600b50409b680ffb0e06ee53d75e1a915fb3142bddfb3a3a3180f9c8d5,true,false,logical_timeout,duration,false,0,600,3000,4.249089288641516,0.7876422087104755,30.00000000000189,30.00000000000189,0.8025247952936836,0.5241905853055642,0.007701140276666667,0.029750603,true,true,true,true,0.13148641123453755
171,holdout__holdout_18__tr__tau_w_300,holdout,holdout_18,tr,tau_w_300,355a6b600b50409b680ffb0e06ee53d75e1a915fb3142bddfb3a3a3180f9c8d5,true,true,external_tolerance,external_tolerance,false,0,305,1525,0.07783957018408458,0.09869890557237528,15.24999999999972,15.24999999999972,5.699351170880566,0.02187583272309238,0.01085952658688525,0.01957665,true,true,true,true,0.9883634275681998
172,holdout__holdout_05__tr__tau_x_300,holdout,holdout_05,tr,tau_x_300,355a6b600b50409b680ffb0e06ee53d75e1a915fb3142bddfb3a3a3180f9c8d5,true,true,external_tolerance,external_tolerance,false,0,340,1697,0.03181507868174927,0.09925382985287456,16.969999999999853,16.969999999999853,5.676489647058204,0.06050209113053996,0.01017143003823529,0.019643062,true,true,true,true,0.9965055343180452
176,holdout__holdout_18__tr__delay_100,holdout,holdout_18,tr,delay_100,355a6b600b50409b680ffb0e06ee53d75e1a915fb3142bddfb3a3a3180f9c8d5,true,true,external_tolerance,external_tolerance,false,0,317,1583,0.07379479660545256,0.09903205747150143,15.829999999999707,15.829999999999707,5.675830218418462,0.04990245073852385,0.010500984435331233,0.031667559,true,true,true,true,0.9884252583963398
177,discovery__discovery_18__tr__delay_050,discovery,discovery_18,tr,delay_050,355a6b600b50409b680ffb0e06ee53d75e1a915fb3142bddfb3a3a3180f9c8d5,true,true,external_tolerance,external_tolerance,false,0,264,1320,0.06783854653390876,0.09973019339793514,13.199999999999763,13.199999999999763,4.981814830000529,0.09084534285908273,0.011070906462121216,0.021340104,true,true,true,true,0.9872647105917287
174,holdout__holdout_07__teb__tau_y_150,holdout,holdout_07,teb,tau_y_150,355a6b600b50409b680ffb0e06ee53d75e1a915fb3142bddfb3a3a3180f9c8d5,true,true,external_tolerance,external_tolerance,false,0,294,1470,0.07644107144062717,0.06735381132365,14.699999999999731,14.699999999999731,5.8857794477276935,0.15471891545613842,0.015973182210884344,0.033477269,true,true,true,true,0.987755236790653
167,discovery__discovery_20__teb__delay_200,discovery,discovery_20,teb,delay_200,355a6b600b50409b680ffb0e06ee53d75e1a915fb3142bddfb3a3a3180f9c8d5,true,true,external_tolerance,external_tolerance,false,0,525,2621,0.07988239542065918,0.022957880947128705,26.210000000001298,26.210000000001298,6.8454662926540175,0.05857293220526217,0.020226935773333298,0.058454733,true,true,true,true,1.0
178,discovery__discovery_17__tr__tau_y_300,discovery,discovery_17,tr,tau_y_300,355a6b600b50409b680ffb0e06ee53d75e1a915fb3142bddfb3a3a3180f9c8d5,true,false,logical_timeout,duration,false,0,600,3000,4.2499226305181566,0.6939552607014584,30.00000000000189,30.00000000000189,0.8060168231912872,0.5103138141237266,0.0076183104300000005,0.02041302,true,true,true,true,0.1321667179181927
175,discovery__discovery_20__teb__tau_w_100,discovery,discovery_20,teb,tau_w_100,355a6b600b50409b680ffb0e06ee53d75e1a915fb3142bddfb3a3a3180f9c8d5,true,true,external_tolerance,external_tolerance,false,0,329,1644,0.04404695842067363,0.09634496029418685,16.43999999999977,16.43999999999977,6.189878468683348,0.1350594641351548,0.021068516109422484,0.067209807,true,true,true,true,0.9953956532871666
179,holdout__holdout_08__teb__e0,holdout,holdout_08,teb,e0,355a6b600b50409b680ffb0e06ee53d75e1a915fb3142bddfb3a3a3180f9c8d5,true,true,external_tolerance,external_tolerance,false,0,287,1434,0.015531333770144111,0.09689829655952253,14.339999999999739,14.339999999999739,6.217857336531639,0.1444034058224003,0.01701378085017424,0.036321055,true,true,true,true,0.9976294052860616
181,discovery__discovery_06__teb__tau_y_300,discovery,discovery_06,teb,tau_y_300,355a6b600b50409b680ffb0e06ee53d75e1a915fb3142bddfb3a3a3180f9c8d5,true,true,external_tolerance,external_tolerance,false,0,251,1251,0.07875382739477234,0.05881094628798911,12.509999999999778,12.509999999999778,5.037714125747808,0.0892849523612426,0.012217067677290838,0.075410482,true,true,true,true,1.0
173,holdout__holdout_11__teb__tau_w_300,holdout,holdout_11,teb,tau_w_300,355a6b600b50409b680ffb0e06ee53d75e1a915fb3142bddfb3a3a3180f9c8d5,true,false,plugin returned no valid velocity command,plugin returned no valid velocity command,false,1,369,1845,1.523960180098737,0.5103723033622021,18.450000000000085,18.450000000000085,4.972723806033234,0.059684957886920076,0.025208484932432454,0.059645475,true,true,true,true,0.7226628672675421
180,discovery__discovery_04__tr__delay_100,discovery,discovery_04,tr,delay_100,355a6b600b50409b680ffb0e06ee53d75e1a915fb3142bddfb3a3a3180f9c8d5,true,false,logical_timeout,duration,false,0,600,3000,3.8908010853287833,0.5404536759946278,30.00000000000189,30.00000000000189,1.2032517063961166,0.29608381825820806,0.006538782918333332,0.063224952,true,true,true,true,0.19139057814807978
185,discovery__discovery_06__tr__e0,discovery,discovery_06,tr,e0,355a6b600b50409b680ffb0e06ee53d75e1a915fb3142bddfb3a3a3180f9c8d5,true,true,external_tolerance,external_tolerance,false,0,255,1273,0.07607496092137608,0.09923083150967547,12.729999999999773,12.729999999999773,4.946303313950937,0.07151678634395348,0.011297766290196075,0.049046206,true,true,true,true,0.9858753135373112
184,holdout__holdout_12__teb__e0,holdout,holdout_12,teb,e0,355a6b600b50409b680ffb0e06ee53d75e1a915fb3142bddfb3a3a3180f9c8d5,true,true,external_tolerance,external_tolerance,false,0,220,1100,0.06389091015452363,0.09519508790529378,10.99999999999981,10.99999999999981,5.065581526955532,0.11494932518863155,0.015586157990909098,0.028462419,true,true,true,true,0.9887846721404487
183,discovery__discovery_17__teb__tau_x_100,discovery,discovery_17,teb,tau_x_100,355a6b600b50409b680ffb0e06ee53d75e1a915fb3142bddfb3a3a3180f9c8d5,true,true,external_tolerance,external_tolerance,false,0,257,1284,0.07807662106374388,0.07410719749587921,12.83999999999977,12.83999999999977,5.666521350183911,0.09369901073731912,0.016823155560311276,0.032953825,true,true,true,true,0.9868876648119516
187,holdout__holdout_18__tr__tau_y_300,holdout,holdout_18,tr,tau_y_300,355a6b600b50409b680ffb0e06ee53d75e1a915fb3142bddfb3a3a3180f9c8d5,true,true,external_tolerance,external_tolerance,false,0,302,1507,0.0799006194062834,0.09909180318203492,15.069999999999723,15.069999999999723,5.632032469875026,0.0632171712940296,0.010770712990066213,0.021900572,true,true,true,true,0.9887973658821938
182,discovery__discovery_13__teb__delay_200,discovery,discovery_13,teb,delay_200,355a6b600b50409b680ffb0e06ee53d75e1a915fb3142bddfb3a3a3180f9c8d5,true,true,external_tolerance,external_tolerance,false,0,495,2472,0.07815940642767434,0.05274425423866527,24.720000000001065,24.720000000001065,6.340087728982726,0.07984644706801158,0.015812144090909076,0.041141947,true,true,true,true,0.9886416027626419
188,discovery__discovery_06__teb__tau_w_300,discovery,discovery_06,teb,tau_w_300,355a6b600b50409b680ffb0e06ee53d75e1a915fb3142bddfb3a3a3180f9c8d5,true,true,external_tolerance,external_tolerance,false,0,288,1438,0.05363032490936628,0.09413373611028092,14.379999999999738,14.379999999999738,4.98234375541357,0.18248457123931494,0.011935115295138889,0.048090581,true,true,true,true,0.9950742552564152
189,holdout__holdout_16__teb__tau_x_300,holdout,holdout_16,teb,tau_x_300,355a6b600b50409b680ffb0e06ee53d75e1a915fb3142bddfb3a3a3180f9c8d5,true,true,external_tolerance,external_tolerance,false,0,330,1650,0.07771607910892207,0.0479265653744353,16.49999999999978,16.49999999999978,6.021246830455422,0.18337118768657865,0.011171476081818177,0.035490446,true,true,true,true,1.0
186,discovery__discovery_12__teb__tau_w_300,discovery,discovery_12,teb,tau_w_300,355a6b600b50409b680ffb0e06ee53d75e1a915fb3142bddfb3a3a3180f9c8d5,true,true,external_tolerance,external_tolerance,false,0,424,2117,0.030735360101788504,0.09812714453477425,21.17000000000051,21.17000000000051,5.807539839826451,0.14413241764510357,0.020519358136792457,0.046355143,true,true,true,true,0.995610266372677
193,discovery__discovery_19__tr__delay_200,discovery,discovery_19,tr,delay_200,355a6b600b50409b680ffb0e06ee53d75e1a915fb3142bddfb3a3a3180f9c8d5,true,true,external_tolerance,external_tolerance,false,0,363,1811,0.03469546341298705,0.09954810197813467,18.11000000000003,18.11000000000003,5.489793727206313,0.07461577941891649,0.010185689126721749,0.048202683,true,true,true,true,0.9989772115309695
191,holdout__holdout_08__tr__tau_w_100,holdout,holdout_08,tr,tau_w_100,355a6b600b50409b680ffb0e06ee53d75e1a915fb3142bddfb3a3a3180f9c8d5,true,false,logical_timeout,duration,false,0,600,3000,2.6422928033738717,0.8868345987918108,30.00000000000189,30.00000000000189,2.4845824319493794,0.2381151461268244,0.00851823281833334,0.026571639,true,true,true,true,0.3998248934388735
194,holdout__holdout_07__tr__delay_200,holdout,holdout_07,tr,delay_200,355a6b600b50409b680ffb0e06ee53d75e1a915fb3142bddfb3a3a3180f9c8d5,true,true,external_tolerance,external_tolerance,false,0,389,1943,0.050332703088727546,0.09961919794894071,19.430000000000238,19.430000000000238,5.983815247274229,0.06811242006308263,0.009750195920308477,0.02235445,true,true,true,true,0.9964193969579184
190,holdout__holdout_08__teb__delay_100,holdout,holdout_08,teb,delay_100,355a6b600b50409b680ffb0e06ee53d75e1a915fb3142bddfb3a3a3180f9c8d5,true,true,external_tolerance,external_tolerance,false,0,369,1841,0.008471132717139371,0.09710131359097354,18.41000000000008,18.41000000000008,6.392377554816188,0.13072132633042288,0.018076786555555568,0.08713132,true,true,true,true,0.9996746736724459
192,discovery__discovery_13__teb__delay_050,discovery,discovery_13,teb,delay_050,355a6b600b50409b680ffb0e06ee53d75e1a915fb3142bddfb3a3a3180f9c8d5,true,true,external_tolerance,external_tolerance,false,0,328,1640,0.07644412694834714,0.07958909896510746,16.399999999999764,16.399999999999764,6.033513136456806,0.11832380052491864,0.017327173996951207,0.037590465,true,true,true,true,0.9888984176164395
198,discovery__discovery_08__teb__tau_y_500,discovery,discovery_08,teb,tau_y_500,355a6b600b50409b680ffb0e06ee53d75e1a915fb3142bddfb3a3a3180f9c8d5,true,false,plugin returned no valid velocity command,plugin returned no valid velocity command,false,1,95,475,3.326551899808621,0.34424938886455125,4.749999999999943,4.749999999999943,1.951684423222623,0.10159113978043478,0.022654379541666672,0.034038852,true,true,true,true,0.31046260306100903
195,holdout__holdout_13__teb__tau_y_150,holdout,holdout_13,teb,tau_y_150,355a6b600b50409b680ffb0e06ee53d75e1a915fb3142bddfb3a3a3180f9c8d5,true,true,external_tolerance,external_tolerance,false,0,278,1387,0.056583787924372755,0.09669096190765786,13.869999999999749,13.869999999999749,5.931967769691467,0.10566411120335695,0.0195649300791367,0.047695809,true,true,true,true,0.9908801021778689
199,holdout__holdout_02__tr__tau_x_100,holdout,holdout_02,tr,tau_x_100,355a6b600b50409b680ffb0e06ee53d75e1a915fb3142bddfb3a3a3180f9c8d5,true,true,external_tolerance,external_tolerance,false,0,289,1442,0.07228661557714403,0.09918450462901157,14.419999999999737,14.419999999999737,4.99426813900174,0.1758760156311765,0.00987367698615917,0.016263046,true,true,true,true,0.9862817662517255
196,holdout__holdout_15__teb__tau_w_300,holdout,holdout_15,teb,tau_w_300,355a6b600b50409b680ffb0e06ee53d75e1a915fb3142bddfb3a3a3180f9c8d5,true,true,external_tolerance,external_tolerance,false,0,393,1961,0.054783711220200156,0.09668294400931397,19.610000000000266,19.610000000000266,5.571316952993697,0.17154954669166783,0.013590023687022905,0.036295717,true,true,true,true,0.9908320708779212
197,holdout__holdout_04__teb__delay_200,holdout,holdout_04,teb,delay_200,355a6b600b50409b680ffb0e06ee53d75e1a915fb3142bddfb3a3a3180f9c8d5,true,true,external_tolerance,external_tolerance,false,0,336,1676,0.008077373167907624,0.09893432316663081,16.75999999999982,16.75999999999982,5.246839892981801,0.0021313424451008256,0.015947472372023822,0.036182337,true,true,true,true,0.9995932998611262
201,discovery__discovery_07__tr__tau_x_100,discovery,discovery_07,tr,tau_x_100,355a6b600b50409b680ffb0e06ee53d75e1a915fb3142bddfb3a3a3180f9c8d5,true,true,external_tolerance,external_tolerance,false,0,298,1486,0.0730714650278686,0.09980993279438427,14.859999999999728,14.859999999999728,6.058305543918661,0.03704765414790548,0.011258029593959733,0.062303158,true,true,true,true,0.9895013234200785
