partition,planner,profile_id,e0_terminal_mode,profile_terminal_mode,count,rate_total,e0_source_count,rate_from_e0_mode
holdout,tr,tau_y_500,collision,collision,0,0.0,0,
holdout,tr,tau_y_500,collision,planner_failure,0,0.0,0,
holdout,tr,tau_y_500,collision,timeout,0,0.0,0,
holdout,tr,tau_y_500,planner_failure,success,0,0.0,0,
holdout,tr,tau_y_500,planner_failure,collision,0,0.0,0,
holdout,tr,tau_y_500,planner_failure,planner_failure,0,0.0,0,
holdout,tr,tau_y_500,planner_failure,timeout,0,0.0,0,
holdout,tr,tau_y_500,timeout,success,0,0.0,8,0.0
holdout,tr,tau_y_500,timeout,collision,1,0.05,8,0.125
holdout,tr,tau_y_500,timeout,planner_failure,0,0.0,8,0.0
holdout,tr,tau_y_500,timeout,timeout,7,0.35,8,0.875
holdout,tr,tau_w_100,success,success,11,0.55,12,0.9166666666666666
holdout,tr,tau_w_100,success,collision,0,0.0,12,0.0
holdout,tr,tau_w_100,success,planner_failure,0,0.0,12,0.0
holdout,tr,tau_w_100,success,timeout,1,0.05,12,0.08333333333333333
holdout,tr,tau_w_100,collision,success,0,0.0,0,
holdout,tr,tau_w_100,collision,collision,0,0.0,0,
holdout,tr,tau_w_100,collision,planner_failure,0,0.0,0,
holdout,tr,tau_w_100,collision,timeout,0,0.0,0,
holdout,tr,tau_w_100,planner_failure,success,0,0.0,0,
holdout,tr,tau_w_100,planner_failure,collision,0,0.0,0,
holdout,tr,tau_w_100,planner_failure,planner_failure,0,0.0,0,
holdout,tr,tau_w_100,planner_failure,timeout,0,0.0,0,
holdout,tr,tau_w_100,timeout,success,0,0.0,8,0.0
holdout,tr,tau_w_100,timeout,collision,0,0.0,8,0.0
holdout,tr,tau_w_100,timeout,planner_failure,0,0.0,8,0.0
holdout,tr,tau_w_100,timeout,timeout,8,0.4,8,1.0
holdout,tr,tau_w_300,success,success,11,0.55,12,0.9166666666666666
holdout,tr,tau_w_300,success,collision,0,0.0,12,0.0
holdout,tr,tau_w_300,success,planner_failure,0,0.0,12,0.0
holdout,tr,tau_w_300,success,timeout,1,0.05,12,0.08333333333333333
holdout,tr,tau_w_300,collision,success,0,0.0,0,
holdout,tr,tau_w_300,collision,collision,0,0.0,0,
holdout,tr,tau_w_300,collision,planner_failure,0,0.0,0,
holdout,tr,tau_w_300,collision,timeout,0,0.0,0,
holdout,tr,tau_w_300,planner_failure,success,0,0.0,0,
holdout,tr,tau_w_300,planner_failure,collision,0,0.0,0,
holdout,tr,tau_w_300,planner_failure,planner_failure,0,0.0,0,
holdout,tr,tau_w_300,planner_failure,timeout,0,0.0,0,
holdout,tr,tau_w_300,timeout,success,1,0.05,8,0.125
holdout,tr,tau_w_300,timeout,collision,0,0.0,8,0.0
holdout,tr,tau_w_300,timeout,planner_failure,0,0.0,8,0.0
holdout,tr,tau_w_300,timeout,timeout,7,0.35,8,0.875
holdout,teb,delay_050,success,success,17,0.85,18,0.9444444444444444
holdout,teb,delay_050,success,collision,0,0.0,18,0.0
holdout,teb,delay_050,success,planner_failure,1,0.05,18,0.05555555555555555
holdout,teb,delay_050,success,timeout,0,0.0,18,0.0
holdout,teb,delay_050,collision,success,0,0.0,0,
holdout,teb,delay_050,collision,collision,0,0.0,0,
holdout,teb,delay_050,collision,planner_failure,0,0.0,0,
holdout,teb,delay_050,collision,timeout,0,0.0,0,
holdout,teb,delay_050,planner_failure,success,1,0.05,2,0.5
holdout,teb,delay_050,planner_failure,collision,0,0.0,2,0.0
holdout,teb,delay_050,planner_failure,planner_failure,1,0.05,2,0.5
holdout,teb,delay_050,planner_failure,timeout,0,0.0,2,0.0
holdout,teb,delay_050,timeout,success,0,0.0,0,
holdout,teb,delay_050,timeout,collision,0,0.0,0,
holdout,teb,delay_050,timeout,planner_failure,0,0.0,0,
holdout,teb,delay_050,timeout,timeout,0,0.0,0,
holdout,teb,delay_100,success,success,18,0.9,18,1.0
holdout,teb,delay_100,success,collision,0,0.0,18,0.0
holdout,teb,delay_100,success,planner_failure,0,0.0,18,0.0
holdout,teb,delay_100,success,timeout,0,0.0,18,0.0
holdout,teb,delay_100,collision,success,0,0.0,0,
holdout,teb,delay_100,collision,collision,0,0.0,0,
holdout,teb,delay_100,collision,planner_failure,0,0.0,0,
holdout,teb,delay_100,collision,timeout,0,0.0,0,
holdout,teb,delay_100,planner_failure,success,1,0.05,2,0.5
holdout,teb,delay_100,planner_failure,collision,0,0.0,2,0.0
holdout,teb,delay_100,planner_failure,planner_failure,1,0.05,2,0.5
holdout,teb,delay_100,planner_failure,timeout,0,0.0,2,0.0
holdout,teb,delay_100,timeout,success,0,0.0,0,
holdout,teb,delay_100,timeout,collision,0,0.0,0,
holdout,teb,delay_100,timeout,planner_failure,0,0.0,0,
holdout,teb,delay_100,timeout,timeout,0,0.0,0,
holdout,teb,delay_200,success,success,16,0.8,18,0.8888888888888888
holdout,teb,delay_200,success,collision,0,0.0,18,0.0
holdout,teb,delay_200,success,planner_failure,2,0.1,18,0.1111111111111111
holdout,teb,delay_200,success,timeout,0,0.0,18,0.0
holdout,teb,delay_200,collision,success,0,0.0,0,
holdout,teb,delay_200,collision,collision,0,0.0,0,
holdout,teb,delay_200,collision,planner_failure,0,0.0,0,
holdout,teb,delay_200,collision,timeout,0,0.0,0,
holdout,teb,delay_200,planner_failure,success,0,0.0,2,0.0
holdout,teb,delay_200,planner_failure,collision,0,0.0,2,0.0
holdout,teb,delay_200,planner_failure,planner_failure,2,0.1,2,1.0
holdout,teb,delay_200,planner_failure,timeout,0,0.0,2,0.0
holdout,teb,delay_200,timeout,success,0,0.0,0,
holdout,teb,delay_200,timeout,collision,0,0.0,0,
holdout,teb,delay_200,timeout,planner_failure,0,0.0,0,
holdout,teb,delay_200,timeout,timeout,0,0.0,0,
holdout,teb,tau_x_100,success,success,18,0.9,18,1.0
holdout,teb,tau_x_100,success,collision,0,0.0,18,0.0
holdout,teb,tau_x_100,success,planner_failure,0,0.0,18,0.0
holdout,teb,tau_x_100,success,timeout,0,0.0,18,0.0
holdout,teb,tau_x_100,collision,success,0,0.0,0,
holdout,teb,tau_x_100,collision,collision,0,0.0,0,
holdout,teb,tau_x_100,collision,planner_failure,0,0.0,0,
holdout,teb,tau_x_100,collision,timeout,0,0.0,0,
holdout,teb,tau_x_100,planner_failure,success,0,0.0,2,0.0
holdout,teb,tau_x_100,planner_failure,collision,0,0.0,2,0.0
holdout,teb,tau_x_100,planner_failure,planner_failure,2,0.1,2,1.0
holdout,teb,tau_x_100,planner_failure,timeout,0,0.0,2,0.0
holdout,teb,tau_x_100,timeout,success,0,0.0,0,
holdout,teb,tau_x_100,timeout,collision,0,0.0,0,
holdout,teb,tau_x_100,timeout,planner_failure,0,0.0,0,
holdout,teb,tau_x_100,timeout,timeout,0,0.0,0,
holdout,teb,tau_x_300,success,success,18,0.9,18,1.0
holdout,teb,tau_x_300,success,collision,0,0.0,18,0.0
holdout,teb,tau_x_300,success,planner_failure,0,0.0,18,0.0
holdout,teb,tau_x_300,success,timeout,0,0.0,18,0.0
holdout,teb,tau_x_300,collision,success,0,0.0,0,
holdout,teb,tau_x_300,collision,collision,0,0.0,0,
holdout,teb,tau_x_300,collision,planner_failure,0,0.0,0,
holdout,teb,tau_x_300,collision,timeout,0,0.0,0,
holdout,teb,tau_x_300,planner_failure,success,1,0.05,2,0.5
holdout,teb,tau_x_300,planner_failure,collision,0,0.0,2,0.0
holdout,teb,tau_x_300,planner_failure,planner_failure,1,0.05,2,0.5
holdout,teb,tau_x_300,planner_failure,timeout,0,0.0,2,0.0
holdout,teb,tau_x_300,timeout,success,0,0.0,0,
holdout,teb,tau_x_300,timeout,collision,0,0.0,0,
holdout,teb,tau_x_300,timeout,planner_failure,0,0.0,0,
holdout,teb,tau_x_300,timeout,timeout,0,0.0,0,
holdout,teb,tau_y_150,success,success,18,0.9,18,1.0
holdout,teb,tau_y_150,success,collision,0,0.0,18,0.0
holdout,teb,tau_y_150,success,planner_failure,0,0.0,18,0.0
holdout,teb,tau_y_150,success,timeout,0,0.0,18,0.0
holdout,teb,tau_y_150,collision,success,0,0.0,0,
holdout,teb,tau_y_150,collision,collision,0,0.0,0,
holdout,teb,tau_y_150,collision,planner_failure,0,0.0,0,
holdout,teb,tau_y_150,collision,timeout,0,0.0,0,
holdout,teb,tau_y_150,planner_failure,success,0,0.0,2,0.0
holdout,teb,tau_y_150,planner_failure,collision,0,0.0,2,0.0
holdout,teb,tau_y_150,planner_failure,planner_failure,2,0.1,2,1.0
holdout,teb,tau_y_150,planner_failure,timeout,0,0.0,2,0.0
holdout,teb,tau_y_150,timeout,success,0,0.0,0,
holdout,teb,tau_y_150,timeout,collision,0,0.0,0,
holdout,teb,tau_y_150,timeout,planner_failure,0,0.0,0,
holdout,teb,tau_y_150,timeout,timeout,0,0.0,0,
holdout,teb,tau_y_300,success,success,17,0.85,18,0.9444444444444444
holdout,teb,tau_y_300,success,collision,0,0.0,18,0.0
holdout,teb,tau_y_300,success,planner_failure,1,0.05,18,0.05555555555555555
holdout,teb,tau_y_300,success,timeout,0,0.0,18,0.0
holdout,teb,tau_y_300,collision,success,0,0.0,0,
holdout,teb,tau_y_300,collision,collision,0,0.0,0,
holdout,teb,tau_y_300,collision,planner_failure,0,0.0,0,
holdout,teb,tau_y_300,collision,timeout,0,0.0,0,
holdout,teb,tau_y_300,planner_failure,success,0,0.0,2,0.0
holdout,teb,tau_y_300,planner_failure,collision,0,0.0,2,0.0
holdout,teb,tau_y_300,planner_failure,planner_failure,2,0.1,2,1.0
holdout,teb,tau_y_300,planner_failure,timeout,0,0.0,2,0.0
holdout,teb,tau_y_300,timeout,success,0,0.0,0,
holdout,teb,tau_y_300,timeout,collision,0,0.0,0,
holdout,teb,tau_y_300,timeout,planner_failure,0,0.0,0,
holdout,teb,tau_y_300,timeout,timeout,0,0.0,0,
holdout,teb,tau_y_500,success,success,15,0.75,18,0.8333333333333334
holdout,teb,tau_y_500,success,collision,1,0.05,18,0.05555555555555555
holdout,teb,tau_y_500,success,planner_failure,2,0.1,18,0.1111111111111111
holdout,teb,tau_y_500,success,timeout,0,0.0,18,0.0
holdout,teb,tau_y_500,collision,success,0,0.0,0,
holdout,teb,tau_y_500,collision,collision,0,0.0,0,
holdout,teb,tau_y_500,collision,planner_failure,0,0.0,0,
holdout,teb,tau_y_500,collision,timeout,0,0.0,0,
holdout,teb,tau_y_500,planner_failure,success,0,0.0,2,0.0
holdout,teb,tau_y_500,planner_failure,collision,0,0.0,2,0.0
holdout,teb,tau_y_500,planner_failure,planner_failure,2,0.1,2,1.0
holdout,teb,tau_y_500,planner_failure,timeout,0,0.0,2,0.0
holdout,teb,tau_y_500,timeout,success,0,0.0,0,
holdout,teb,tau_y_500,timeout,collision,0,0.0,0,
holdout,teb,tau_y_500,timeout,planner_failure,0,0.0,0,
holdout,teb,tau_y_500,timeout,timeout,0,0.0,0,
holdout,teb,tau_w_100,success,success,18,0.9,18,1.0
holdout,teb,tau_w_100,success,collision,0,0.0,18,0.0
holdout,teb,tau_w_100,success,planner_failure,0,0.0,18,0.0
holdout,teb,tau_w_100,success,timeout,0,0.0,18,0.0
holdout,teb,tau_w_100,collision,success,0,0.0,0,
holdout,teb,tau_w_100,collision,collision,0,0.0,0,
holdout,teb,tau_w_100,collision,planner_failure,0,0.0,0,
holdout,teb,tau_w_100,collision,timeout,0,0.0,0,
holdout,teb,tau_w_100,planner_failure,success,0,0.0,2,0.0
holdout,teb,tau_w_100,planner_failure,collision,0,0.0,2,0.0
holdout,teb,tau_w_100,planner_failure,planner_failure,2,0.1,2,1.0
holdout,teb,tau_w_100,planner_failure,timeout,0,0.0,2,0.0
holdout,teb,tau_w_100,timeout,success,0,0.0,0,
holdout,teb,tau_w_100,timeout,collision,0,0.0,0,
holdout,teb,tau_w_100,timeout,planner_failure,0,0.0,0,
holdout,teb,tau_w_100,timeout,timeout,0,0.0,0,
holdout,teb,tau_w_300,success,success,18,0.9,18,1.0
holdout,teb,tau_w_300,success,collision,0,0.0,18,0.0
holdout,teb,tau_w_300,success,planner_failure,0,0.0,18,0.0
holdout,teb,tau_w_300,success,timeout,0,0.0,18,0.0
holdout,teb,tau_w_300,collision,success,0,0.0,0,
holdout,teb,tau_w_300,collision,collision,0,0.0,0,
holdout,teb,tau_w_300,collision,planner_failure,0,0.0,0,
holdout,teb,tau_w_300,collision,timeout,0,0.0,0,
holdout,teb,tau_w_300,planner_failure,success,0,0.0,2,0.0
holdout,teb,tau_w_300,planner_failure,collision,0,0.0,2,0.0
holdout,teb,tau_w_300,planner_failure,planner_failure,2,0.1,2,1.0
holdout,teb,tau_w_300,planner_failure,timeout,0,0.0,2,0.0
holdout,teb,tau_w_300,timeout,success,0,0.0,0,
holdout,teb,tau_w_300,timeout,collision,0,0.0,0,
holdout,teb,tau_w_300,timeout,planner_failure,0,0.0,0,
holdout,teb,tau_w_300,timeout,timeout,0,0.0,0,
