partition,planner,profile_id,layout_id,e0_success,profile_success,outcome_flip,flip_direction,e0_terminal_mode,profile_terminal_mode,terminal_mode_changed,e0_failure_member,profile_failure_member,e0_normalized_path_progress,profile_normalized_path_progress
discovery,teb,delay_100,discovery_14,true,true,false,unchanged,success,success,false,false,false,0.9988762905533715,1.0
discovery,teb,delay_100,discovery_15,true,true,false,unchanged,success,success,false,false,false,0.9938275067313717,0.997209512516256
discovery,teb,delay_100,discovery_16,true,true,false,unchanged,success,success,false,false,false,0.9972175352009836,1.0
discovery,teb,delay_100,discovery_17,true,false,true,success_to_failure,success,planner_failure,true,false,true,0.9865444428462702,0.6360196181349496
discovery,teb,delay_100,discovery_18,true,true,false,unchanged,success,success,false,false,false,0.9940801033903307,1.0
discovery,teb,delay_100,discovery_19,true,true,false,unchanged,success,success,false,false,false,0.9936099342472615,1.0
discovery,teb,delay_100,discovery_20,true,true,false,unchanged,success,success,false,false,false,0.9944299744048699,0.9936497180170354
discovery,teb,delay_200,discovery_01,true,true,false,unchanged,success,success,false,false,false,0.9970158565880489,0.9926606496421542
discovery,teb,delay_200,discovery_02,true,true,false,unchanged,success,success,false,false,false,0.9870358481422107,1.0
discovery,teb,delay_200,discovery_03,true,true,false,unchanged,success,success,false,false,false,0.9946971526213895,1.0
discovery,teb,delay_200,discovery_04,true,true,false,unchanged,success,success,false,false,false,0.9931335543402906,0.9999055775009283
discovery,teb,delay_200,discovery_05,true,true,false,unchanged,success,success,false,false,false,0.9866755032061946,0.9904774141965796
discovery,teb,delay_200,discovery_06,true,true,false,unchanged,success,success,false,false,false,0.9925204199092578,1.0
discovery,teb,delay_200,discovery_07,true,true,false,unchanged,success,success,false,false,false,0.9910652476988102,1.0
discovery,teb,delay_200,discovery_08,false,false,false,unchanged,planner_failure,planner_failure,false,true,true,0.3093335979515548,0.30934217998180363
discovery,teb,delay_200,discovery_09,true,true,false,unchanged,success,success,false,false,false,0.9925309693125509,0.9944323201883911
discovery,teb,delay_200,discovery_10,true,true,false,unchanged,success,success,false,false,false,0.9886667760387662,0.9881314860036061
discovery,teb,delay_200,discovery_11,true,true,false,unchanged,success,success,false,false,false,0.9868626308701404,0.9851929368602435
discovery,teb,delay_200,discovery_12,true,true,false,unchanged,success,success,false,false,false,0.9926842412706129,0.9992825566040301
discovery,teb,delay_200,discovery_13,true,true,false,unchanged,success,success,false,false,false,0.9877659978734831,0.9886416027626419
discovery,teb,delay_200,discovery_14,true,true,false,unchanged,success,success,false,false,false,0.9988762905533715,1.0
discovery,teb,delay_200,discovery_15,true,true,false,unchanged,success,success,false,false,false,0.9938275067313717,1.0
discovery,teb,delay_200,discovery_16,true,true,false,unchanged,success,success,false,false,false,0.9972175352009836,1.0
discovery,teb,delay_200,discovery_17,true,false,true,success_to_failure,success,planner_failure,true,false,true,0.9865444428462702,0.6395745650154204
discovery,teb,delay_200,discovery_18,true,true,false,unchanged,success,success,false,false,false,0.9940801033903307,1.0
discovery,teb,delay_200,discovery_19,true,true,false,unchanged,success,success,false,false,false,0.9936099342472615,0.9983135863795278
discovery,teb,delay_200,discovery_20,true,true,false,unchanged,success,success,false,false,false,0.9944299744048699,1.0
discovery,teb,tau_x_100,discovery_01,true,true,false,unchanged,success,success,false,false,false,0.9970158565880489,1.0
discovery,teb,tau_x_100,discovery_02,true,true,false,unchanged,success,success,false,false,false,0.9870358481422107,0.9870707180439966
discovery,teb,tau_x_100,discovery_03,true,true,false,unchanged,success,success,false,false,false,0.9946971526213895,0.9931212254676993
discovery,teb,tau_x_100,discovery_04,true,true,false,unchanged,success,success,false,false,false,0.9931335543402906,0.9940255915281556
discovery,teb,tau_x_100,discovery_05,true,true,false,unchanged,success,success,false,false,false,0.9866755032061946,0.9872890316014205
discovery,teb,tau_x_100,discovery_06,true,true,false,unchanged,success,success,false,false,false,0.9925204199092578,0.9952126337174654
discovery,teb,tau_x_100,discovery_07,true,true,false,unchanged,success,success,false,false,false,0.9910652476988102,0.991080320330001
discovery,teb,tau_x_100,discovery_08,false,false,false,unchanged,planner_failure,planner_failure,false,true,true,0.3093335979515548,0.31173795569876384
discovery,teb,tau_x_100,discovery_09,true,true,false,unchanged,success,success,false,false,false,0.9925309693125509,0.9932410040642858
discovery,teb,tau_x_100,discovery_10,true,true,false,unchanged,success,success,false,false,false,0.9886667760387662,0.98876187035767
discovery,teb,tau_x_100,discovery_11,true,true,false,unchanged,success,success,false,false,false,0.9868626308701404,0.9879963653899605
discovery,teb,tau_x_100,discovery_12,true,true,false,unchanged,success,success,false,false,false,0.9926842412706129,0.9932492904874662
discovery,teb,tau_x_100,discovery_13,true,true,false,unchanged,success,success,false,false,false,0.9877659978734831,0.987882256351741
discovery,teb,tau_x_100,discovery_14,true,true,false,unchanged,success,success,false,false,false,0.9988762905533715,1.0
discovery,teb,tau_x_100,discovery_15,true,true,false,unchanged,success,success,false,false,false,0.9938275067313717,0.9938572304237937
discovery,teb,tau_x_100,discovery_16,true,true,false,unchanged,success,success,false,false,false,0.9972175352009836,1.0
discovery,teb,tau_x_100,discovery_17,true,true,false,unchanged,success,success,false,false,false,0.9865444428462702,0.9868876648119516
discovery,teb,tau_x_100,discovery_18,true,true,false,unchanged,success,success,false,false,false,0.9940801033903307,0.9946017698309239
discovery,teb,tau_x_100,discovery_19,true,true,false,unchanged,success,success,false,false,false,0.9936099342472615,0.994101389715408
discovery,teb,tau_x_100,discovery_20,true,true,false,unchanged,success,success,false,false,false,0.9944299744048699,0.9949599002788919
discovery,teb,tau_x_300,discovery_01,true,true,false,unchanged,success,success,false,false,false,0.9970158565880489,1.0
discovery,teb,tau_x_300,discovery_02,true,true,false,unchanged,success,success,false,false,false,0.9870358481422107,0.9878401611283598
discovery,teb,tau_x_300,discovery_03,true,true,false,unchanged,success,success,false,false,false,0.9946971526213895,0.9976190653758931
discovery,teb,tau_x_300,discovery_04,true,true,false,unchanged,success,success,false,false,false,0.9931335543402906,0.9941469418959701
discovery,teb,tau_x_300,discovery_05,true,true,false,unchanged,success,success,false,false,false,0.9866755032061946,0.9871782764751669
discovery,teb,tau_x_300,discovery_06,true,true,false,unchanged,success,success,false,false,false,0.9925204199092578,0.9972642339900847
discovery,teb,tau_x_300,discovery_07,true,true,false,unchanged,success,success,false,false,false,0.9910652476988102,0.9933917883441586
discovery,teb,tau_x_300,discovery_08,false,false,false,unchanged,planner_failure,planner_failure,false,true,true,0.3093335979515548,0.3092581044504289
discovery,teb,tau_x_300,discovery_09,true,true,false,unchanged,success,success,false,false,false,0.9925309693125509,0.9960887102151232
discovery,teb,tau_x_300,discovery_10,true,true,false,unchanged,success,success,false,false,false,0.9886667760387662,0.9889619816359235
discovery,teb,tau_x_300,discovery_11,true,true,false,unchanged,success,success,false,false,false,0.9868626308701404,0.987984914678013
discovery,teb,tau_x_300,discovery_12,true,true,false,unchanged,success,success,false,false,false,0.9926842412706129,0.9944352809667674
discovery,teb,tau_x_300,discovery_13,true,true,false,unchanged,success,success,false,false,false,0.9877659978734831,0.9880845680676096
discovery,teb,tau_x_300,discovery_14,true,true,false,unchanged,success,success,false,false,false,0.9988762905533715,1.0
discovery,teb,tau_x_300,discovery_15,true,true,false,unchanged,success,success,false,false,false,0.9938275067313717,0.99548168359059
discovery,teb,tau_x_300,discovery_16,true,true,false,unchanged,success,success,false,false,false,0.9972175352009836,1.0
discovery,teb,tau_x_300,discovery_17,true,true,false,unchanged,success,success,false,false,false,0.9865444428462702,0.9874864519975057
discovery,teb,tau_x_300,discovery_18,true,true,false,unchanged,success,success,false,false,false,0.9940801033903307,0.9948145972745881
discovery,teb,tau_x_300,discovery_19,true,true,false,unchanged,success,success,false,false,false,0.9936099342472615,0.9943714657384664
discovery,teb,tau_x_300,discovery_20,true,true,false,unchanged,success,success,false,false,false,0.9944299744048699,0.9960633453914608
discovery,teb,tau_y_150,discovery_01,true,true,false,unchanged,success,success,false,false,false,0.9970158565880489,0.9973975316746426
discovery,teb,tau_y_150,discovery_02,true,true,false,unchanged,success,success,false,false,false,0.9870358481422107,0.9870440730503905
discovery,teb,tau_y_150,discovery_03,true,true,false,unchanged,success,success,false,false,false,0.9946971526213895,0.9955365965026884
discovery,teb,tau_y_150,discovery_04,true,true,false,unchanged,success,success,false,false,false,0.9931335543402906,0.987590322117406
discovery,teb,tau_y_150,discovery_05,true,true,false,unchanged,success,success,false,false,false,0.9866755032061946,0.9871566550170017
discovery,teb,tau_y_150,discovery_06,true,true,false,unchanged,success,success,false,false,false,0.9925204199092578,0.9971566815477917
discovery,teb,tau_y_150,discovery_07,true,true,false,unchanged,success,success,false,false,false,0.9910652476988102,0.9930265455640596
discovery,teb,tau_y_150,discovery_08,false,false,false,unchanged,planner_failure,planner_failure,false,true,true,0.3093335979515548,0.31046809973974926
discovery,teb,tau_y_150,discovery_09,true,true,false,unchanged,success,success,false,false,false,0.9925309693125509,0.9893149180922248
discovery,teb,tau_y_150,discovery_10,true,true,false,unchanged,success,success,false,false,false,0.9886667760387662,0.9916676040480151
discovery,teb,tau_y_150,discovery_11,true,true,false,unchanged,success,success,false,false,false,0.9868626308701404,0.9881456079565357
discovery,teb,tau_y_150,discovery_12,true,true,false,unchanged,success,success,false,false,false,0.9926842412706129,0.9921382833175544
discovery,teb,tau_y_150,discovery_13,true,true,false,unchanged,success,success,false,false,false,0.9877659978734831,0.988454974812421
discovery,teb,tau_y_150,discovery_14,true,true,false,unchanged,success,success,false,false,false,0.9988762905533715,0.998268142493672
discovery,teb,tau_y_150,discovery_15,true,true,false,unchanged,success,success,false,false,false,0.9938275067313717,0.9994776169916711
discovery,teb,tau_y_150,discovery_16,true,true,false,unchanged,success,success,false,false,false,0.9972175352009836,0.9987785377862792
discovery,teb,tau_y_150,discovery_17,true,true,false,unchanged,success,success,false,false,false,0.9865444428462702,0.988015640787912
discovery,teb,tau_y_150,discovery_18,true,true,false,unchanged,success,success,false,false,false,0.9940801033903307,0.9906622891980146
discovery,teb,tau_y_150,discovery_19,true,true,false,unchanged,success,success,false,false,false,0.9936099342472615,1.0
discovery,teb,tau_y_150,discovery_20,true,true,false,unchanged,success,success,false,false,false,0.9944299744048699,0.992389121909158
discovery,teb,tau_y_300,discovery_01,true,true,false,unchanged,success,success,false,false,false,0.9970158565880489,0.9960994194047181
discovery,teb,tau_y_300,discovery_02,true,true,false,unchanged,success,success,false,false,false,0.9870358481422107,0.9876020177082304
discovery,teb,tau_y_300,discovery_03,true,true,false,unchanged,success,success,false,false,false,0.9946971526213895,0.9885217945875125
discovery,teb,tau_y_300,discovery_04,true,true,false,unchanged,success,success,false,false,false,0.9931335543402906,0.9927228379630174
discovery,teb,tau_y_300,discovery_05,true,true,false,unchanged,success,success,false,false,false,0.9866755032061946,0.9872346159774299
discovery,teb,tau_y_300,discovery_06,true,true,false,unchanged,success,success,false,false,false,0.9925204199092578,1.0
discovery,teb,tau_y_300,discovery_07,true,true,false,unchanged,success,success,false,false,false,0.9910652476988102,0.9963711862643434
discovery,teb,tau_y_300,discovery_08,false,false,false,unchanged,planner_failure,planner_failure,false,true,true,0.3093335979515548,0.3045908577238397
discovery,teb,tau_y_300,discovery_09,true,true,false,unchanged,success,success,false,false,false,0.9925309693125509,0.9882597639895241
discovery,teb,tau_y_300,discovery_10,true,true,false,unchanged,success,success,false,false,false,0.9886667760387662,0.9911213019484094
discovery,teb,tau_y_300,discovery_11,true,true,false,unchanged,success,success,false,false,false,0.9868626308701404,0.9885946875519429
discovery,teb,tau_y_300,discovery_12,true,true,false,unchanged,success,success,false,false,false,0.9926842412706129,0.9909475262572158
discovery,teb,tau_y_300,discovery_13,true,true,false,unchanged,success,success,false,false,false,0.9877659978734831,0.9888805039736018
discovery,teb,tau_y_300,discovery_14,true,true,false,unchanged,success,success,false,false,false,0.9988762905533715,0.9964643786008294
discovery,teb,tau_y_300,discovery_15,true,true,false,unchanged,success,success,false,false,false,0.9938275067313717,0.9914460939890134
discovery,teb,tau_y_300,discovery_16,true,true,false,unchanged,success,success,false,false,false,0.9972175352009836,0.9950213179427744
discovery,teb,tau_y_300,discovery_17,true,false,true,success_to_failure,success,collision,true,false,true,0.9865444428462702,0.6434183198928065
discovery,teb,tau_y_300,discovery_18,true,true,false,unchanged,success,success,false,false,false,0.9940801033903307,0.9897306222516855
discovery,teb,tau_y_300,discovery_19,true,true,false,unchanged,success,success,false,false,false,0.9936099342472615,1.0
discovery,teb,tau_y_300,discovery_20,true,true,false,unchanged,success,success,false,false,false,0.9944299744048699,0.9927113470705624
discovery,teb,tau_y_500,discovery_01,true,true,false,unchanged,success,success,false,false,false,0.9970158565880489,0.9917093662941899
discovery,teb,tau_y_500,discovery_02,true,true,false,unchanged,success,success,false,false,false,0.9870358481422107,0.9890868515062785
discovery,teb,tau_y_500,discovery_03,true,true,false,unchanged,success,success,false,false,false,0.9946971526213895,0.9919439659887681
discovery,teb,tau_y_500,discovery_04,true,true,false,unchanged,success,success,false,false,false,0.9931335543402906,1.0
discovery,teb,tau_y_500,discovery_05,true,true,false,unchanged,success,success,false,false,false,0.9866755032061946,0.9892431079672487
discovery,teb,tau_y_500,discovery_06,true,true,false,unchanged,success,success,false,false,false,0.9925204199092578,1.0
discovery,teb,tau_y_500,discovery_07,true,true,false,unchanged,success,success,false,false,false,0.9910652476988102,0.9964903488052339
discovery,teb,tau_y_500,discovery_08,false,false,false,unchanged,planner_failure,planner_failure,false,true,true,0.3093335979515548,0.31046260306100903
discovery,teb,tau_y_500,discovery_09,true,true,false,unchanged,success,success,false,false,false,0.9925309693125509,0.9902021875265169
discovery,teb,tau_y_500,discovery_10,true,false,true,success_to_failure,success,collision,true,false,true,0.9886667760387662,0.8108107540519705
discovery,teb,tau_y_500,discovery_11,true,true,false,unchanged,success,success,false,false,false,0.9868626308701404,0.9904305481933889
discovery,teb,tau_y_500,discovery_12,true,true,false,unchanged,success,success,false,false,false,0.9926842412706129,0.9914732704893893
discovery,teb,tau_y_500,discovery_13,true,true,false,unchanged,success,success,false,false,false,0.9877659978734831,0.9896800539069085
discovery,teb,tau_y_500,discovery_14,true,false,true,success_to_failure,success,planner_failure,true,false,true,0.9988762905533715,0.6796433105436583
discovery,teb,tau_y_500,discovery_15,true,true,false,unchanged,success,success,false,false,false,0.9938275067313717,0.9928012678442066
discovery,teb,tau_y_500,discovery_16,true,true,false,unchanged,success,success,false,false,false,0.9972175352009836,0.9948203545212714
discovery,teb,tau_y_500,discovery_17,true,true,false,unchanged,success,success,false,false,false,0.9865444428462702,0.9867919174965303
discovery,teb,tau_y_500,discovery_18,true,true,false,unchanged,success,success,false,false,false,0.9940801033903307,0.9881001430169117
discovery,teb,tau_y_500,discovery_19,true,true,false,unchanged,success,success,false,false,false,0.9936099342472615,1.0
discovery,teb,tau_y_500,discovery_20,true,true,false,unchanged,success,success,false,false,false,0.9944299744048699,0.9908179076599468
discovery,teb,tau_w_100,discovery_01,true,true,false,unchanged,success,success,false,false,false,0.9970158565880489,0.9966359791733893
discovery,teb,tau_w_100,discovery_02,true,true,false,unchanged,success,success,false,false,false,0.9870358481422107,0.9934670738683778
discovery,teb,tau_w_100,discovery_03,true,true,false,unchanged,success,success,false,false,false,0.9946971526213895,0.9952510059906298
discovery,teb,tau_w_100,discovery_04,true,true,false,unchanged,success,success,false,false,false,0.9931335543402906,0.9946362094052809
discovery,teb,tau_w_100,discovery_05,true,true,false,unchanged,success,success,false,false,false,0.9866755032061946,0.9872684885840539
discovery,teb,tau_w_100,discovery_06,true,true,false,unchanged,success,success,false,false,false,0.9925204199092578,0.9934260022622029
discovery,teb,tau_w_100,discovery_07,true,true,false,unchanged,success,success,false,false,false,0.9910652476988102,0.9904018086785628
discovery,teb,tau_w_100,discovery_08,false,false,false,unchanged,planner_failure,planner_failure,false,true,true,0.3093335979515548,0.30299286539158427
discovery,teb,tau_w_100,discovery_09,true,true,false,unchanged,success,success,false,false,false,0.9925309693125509,0.9940059055683236
discovery,teb,tau_w_100,discovery_10,true,true,false,unchanged,success,success,false,false,false,0.9886667760387662,0.9876463545236172
discovery,teb,tau_w_100,discovery_11,true,true,false,unchanged,success,success,false,false,false,0.9868626308701404,0.9872642526413945
discovery,teb,tau_w_100,discovery_12,true,true,false,unchanged,success,success,false,false,false,0.9926842412706129,0.9916909462874736
discovery,teb,tau_w_100,discovery_13,true,true,false,unchanged,success,success,false,false,false,0.9877659978734831,0.9877992827717303
discovery,teb,tau_w_100,discovery_14,true,true,false,unchanged,success,success,false,false,false,0.9988762905533715,0.9972988716926192
discovery,teb,tau_w_100,discovery_15,true,true,false,unchanged,success,success,false,false,false,0.9938275067313717,0.9937580979435193
discovery,teb,tau_w_100,discovery_16,true,true,false,unchanged,success,success,false,false,false,0.9972175352009836,0.9954685708985059
discovery,teb,tau_w_100,discovery_17,true,true,false,unchanged,success,success,false,false,false,0.9865444428462702,0.9866045951275962
discovery,teb,tau_w_100,discovery_18,true,true,false,unchanged,success,success,false,false,false,0.9940801033903307,0.9934656833793023
discovery,teb,tau_w_100,discovery_19,true,true,false,unchanged,success,success,false,false,false,0.9936099342472615,0.9945082688223637
discovery,teb,tau_w_100,discovery_20,true,true,false,unchanged,success,success,false,false,false,0.9944299744048699,0.9953956532871666
discovery,teb,tau_w_300,discovery_01,true,false,true,success_to_failure,success,timeout,true,false,true,0.9970158565880489,0.9448589748218726
discovery,teb,tau_w_300,discovery_02,true,true,false,unchanged,success,success,false,false,false,0.9870358481422107,0.9937195123803313
discovery,teb,tau_w_300,discovery_03,true,true,false,unchanged,success,success,false,false,false,0.9946971526213895,0.9960406017795468
discovery,teb,tau_w_300,discovery_04,true,true,false,unchanged,success,success,false,false,false,0.9931335543402906,0.9970817622811866
discovery,teb,tau_w_300,discovery_05,true,true,false,unchanged,success,success,false,false,false,0.9866755032061946,0.9867266364075785
discovery,teb,tau_w_300,discovery_06,true,true,false,unchanged,success,success,false,false,false,0.9925204199092578,0.9950742552564152
discovery,teb,tau_w_300,discovery_07,true,true,false,unchanged,success,success,false,false,false,0.9910652476988102,0.9919949148727715
discovery,teb,tau_w_300,discovery_08,false,false,false,unchanged,planner_failure,planner_failure,false,true,true,0.3093335979515548,0.3042764205401218
discovery,teb,tau_w_300,discovery_09,true,true,false,unchanged,success,success,false,false,false,0.9925309693125509,0.995452871173254
discovery,teb,tau_w_300,discovery_10,true,true,false,unchanged,success,success,false,false,false,0.9886667760387662,0.9916225782827962
discovery,teb,tau_w_300,discovery_11,true,true,false,unchanged,success,success,false,false,false,0.9868626308701404,0.9873949394648683
discovery,teb,tau_w_300,discovery_12,true,true,false,unchanged,success,success,false,false,false,0.9926842412706129,0.995610266372677
discovery,teb,tau_w_300,discovery_13,true,true,false,unchanged,success,success,false,false,false,0.9877659978734831,0.9903321131516849
discovery,teb,tau_w_300,discovery_14,true,true,false,unchanged,success,success,false,false,false,0.9988762905533715,0.9965578270406645
discovery,teb,tau_w_300,discovery_15,true,true,false,unchanged,success,success,false,false,false,0.9938275067313717,0.9957355597819744
discovery,teb,tau_w_300,discovery_16,true,true,false,unchanged,success,success,false,false,false,0.9972175352009836,0.9973738783135445
discovery,teb,tau_w_300,discovery_17,true,true,false,unchanged,success,success,false,false,false,0.9865444428462702,0.9917035152375787
discovery,teb,tau_w_300,discovery_18,true,true,false,unchanged,success,success,false,false,false,0.9940801033903307,0.9940226233971293
discovery,teb,tau_w_300,discovery_19,true,true,false,unchanged,success,success,false,false,false,0.9936099342472615,0.9936098728129461
discovery,teb,tau_w_300,discovery_20,true,true,false,unchanged,success,success,false,false,false,0.9944299744048699,0.9971447893223274
holdout,tr,delay_050,holdout_01,false,false,false,unchanged,timeout,timeout,false,true,true,0.3375359904629835,0.3397378298657993
holdout,tr,delay_050,holdout_02,true,true,false,unchanged,success,success,false,false,false,0.9856762480762191,0.9855171194867277
holdout,tr,delay_050,holdout_03,false,false,false,unchanged,timeout,timeout,false,true,true,0.10156047535645085,0.1103763135102202
holdout,tr,delay_050,holdout_04,true,true,false,unchanged,success,success,false,false,false,0.9853087325347655,0.9868421357848636
holdout,tr,delay_050,holdout_05,true,true,false,unchanged,success,success,false,false,false,0.987076951751902,0.9867614200134348
holdout,tr,delay_050,holdout_06,true,true,false,unchanged,success,success,false,false,false,0.9859054796521324,0.985640510745128
holdout,tr,delay_050,holdout_07,true,false,true,success_to_failure,success,timeout,true,false,true,0.987159117429357,0.1395093283924859
holdout,tr,delay_050,holdout_08,false,false,false,unchanged,timeout,timeout,false,true,true,0.4006266664397609,0.3984107004166184
holdout,tr,delay_050,holdout_09,false,false,false,unchanged,timeout,timeout,false,true,true,0.5411345505024049,0.5406122064981924
holdout,tr,delay_050,holdout_10,true,true,false,unchanged,success,success,false,false,false,0.987691787749909,0.9889101963054531
holdout,tr,delay_050,holdout_11,true,true,false,unchanged,success,success,false,false,false,0.9897151184408923,0.9899098106882841
holdout,tr,delay_050,holdout_12,true,true,false,unchanged,success,success,false,false,false,0.9856956395278121,0.9857318919486703
holdout,tr,delay_050,holdout_13,false,false,false,unchanged,timeout,timeout,false,true,true,0.1722862310162096,0.1720020997154727
holdout,tr,delay_050,holdout_14,true,true,false,unchanged,success,success,false,false,false,0.9877436511135343,0.989132406371249
holdout,tr,delay_050,holdout_15,false,true,true,failure_to_success,timeout,success,true,true,false,0.15448469818851454,0.9871968590187511
holdout,tr,delay_050,holdout_16,true,true,false,unchanged,success,success,false,false,false,0.9866010184453524,0.9879997652662079
holdout,tr,delay_050,holdout_17,false,false,false,unchanged,timeout,timeout,false,true,true,0.22053435114871914,0.22492427870958304
holdout,tr,delay_050,holdout_18,true,true,false,unchanged,success,success,false,false,false,0.9883670715949127,0.9877838841101327
holdout,tr,delay_050,holdout_19,false,false,false,unchanged,timeout,timeout,false,true,true,0.12247581457972279,0.12234645618261974
holdout,tr,delay_050,holdout_20,true,true,false,unchanged,success,success,false,false,false,0.9854536667790295,0.9871251962319865
holdout,tr,delay_100,holdout_01,false,false,false,unchanged,timeout,timeout,false,true,true,0.3375359904629835,0.3377889581862248
holdout,tr,delay_100,holdout_02,true,true,false,unchanged,success,success,false,false,false,0.9856762480762191,0.9868124028341021
holdout,tr,delay_100,holdout_03,false,false,false,unchanged,timeout,timeout,false,true,true,0.10156047535645085,0.10233181293101029
holdout,tr,delay_100,holdout_04,true,true,false,unchanged,success,success,false,false,false,0.9853087325347655,0.9865060941087761
holdout,tr,delay_100,holdout_05,true,true,false,unchanged,success,success,false,false,false,0.987076951751902,0.9890664821597774
holdout,tr,delay_100,holdout_06,true,true,false,unchanged,success,success,false,false,false,0.9859054796521324,0.9864627115595086
holdout,tr,delay_100,holdout_07,true,true,false,unchanged,success,success,false,false,false,0.987159117429357,0.9949028270689961
holdout,tr,delay_100,holdout_08,false,false,false,unchanged,timeout,timeout,false,true,true,0.4006266664397609,0.3981913942065222
holdout,tr,delay_100,holdout_09,false,true,true,failure_to_success,timeout,success,true,true,false,0.5411345505024049,0.9901295760961067
holdout,tr,delay_100,holdout_10,true,true,false,unchanged,success,success,false,false,false,0.987691787749909,0.9884637754889715
holdout,tr,delay_100,holdout_11,true,true,false,unchanged,success,success,false,false,false,0.9897151184408923,0.9905816116103048
holdout,tr,delay_100,holdout_12,true,true,false,unchanged,success,success,false,false,false,0.9856956395278121,0.987284766061476
holdout,tr,delay_100,holdout_13,false,false,false,unchanged,timeout,timeout,false,true,true,0.1722862310162096,0.17240590025181324
holdout,tr,delay_100,holdout_14,true,true,false,unchanged,success,success,false,false,false,0.9877436511135343,0.9888136734233116
holdout,tr,delay_100,holdout_15,false,false,false,unchanged,timeout,timeout,false,true,true,0.15448469818851454,0.9878436902754778
holdout,tr,delay_100,holdout_16,true,true,false,unchanged,success,success,false,false,false,0.9866010184453524,0.9881242368130257
holdout,tr,delay_100,holdout_17,false,false,false,unchanged,timeout,timeout,false,true,true,0.22053435114871914,0.22192915523950874
holdout,tr,delay_100,holdout_18,true,true,false,unchanged,success,success,false,false,false,0.9883670715949127,0.9884252583963398
holdout,tr,delay_100,holdout_19,false,false,false,unchanged,timeout,timeout,false,true,true,0.12247581457972279,0.12322697473468333
holdout,tr,delay_100,holdout_20,true,true,false,unchanged,success,success,false,false,false,0.9854536667790295,0.9864500639853652
holdout,tr,delay_200,holdout_01,false,false,false,unchanged,timeout,timeout,false,true,true,0.3375359904629835,0.3387422446723169
holdout,tr,delay_200,holdout_02,true,true,false,unchanged,success,success,false,false,false,0.9856762480762191,1.0
holdout,tr,delay_200,holdout_03,false,false,false,unchanged,timeout,timeout,false,true,true,0.10156047535645085,0.10896455053509964
holdout,tr,delay_200,holdout_04,true,true,false,unchanged,success,success,false,false,false,0.9853087325347655,0.9858797887147669
holdout,tr,delay_200,holdout_05,true,true,false,unchanged,success,success,false,false,false,0.987076951751902,0.998400596357317
holdout,tr,delay_200,holdout_06,true,true,false,unchanged,success,success,false,false,false,0.9859054796521324,0.9855256679909933
holdout,tr,delay_200,holdout_07,true,true,false,unchanged,success,success,false,false,false,0.987159117429357,0.9964193969579184
holdout,tr,delay_200,holdout_08,false,false,false,unchanged,timeout,timeout,false,true,true,0.4006266664397609,0.3982162423177871
holdout,tr,delay_200,holdout_09,false,true,true,failure_to_success,timeout,success,true,true,false,0.5411345505024049,0.9942025020298705
holdout,tr,delay_200,holdout_10,true,true,false,unchanged,success,success,false,false,false,0.987691787749909,0.9982227625859316
holdout,tr,delay_200,holdout_11,true,false,true,success_to_failure,success,collision,true,false,true,0.9897151184408923,0.5253537665777787
holdout,tr,delay_200,holdout_12,true,true,false,unchanged,success,success,false,false,false,0.9856956395278121,1.0
holdout,tr,delay_200,holdout_13,false,true,true,failure_to_success,timeout,success,true,true,false,0.1722862310162096,1.0
holdout,tr,delay_200,holdout_14,true,false,true,success_to_failure,success,planner_failure,true,false,true,0.9877436511135343,0.49331820832721485
holdout,tr,delay_200,holdout_15,false,false,false,unchanged,timeout,timeout,false,true,true,0.15448469818851454,0.15794095747686163
holdout,tr,delay_200,holdout_16,true,true,false,unchanged,success,success,false,false,false,0.9866010184453524,0.9942796345853406
holdout,tr,delay_200,holdout_17,false,false,false,unchanged,timeout,timeout,false,true,true,0.22053435114871914,0.22039239286634363
holdout,tr,delay_200,holdout_18,true,true,false,unchanged,success,success,false,false,false,0.9883670715949127,0.9999472936943963
holdout,tr,delay_200,holdout_19,false,false,false,unchanged,timeout,timeout,false,true,true,0.12247581457972279,0.12284235970206456
holdout,tr,delay_200,holdout_20,true,true,false,unchanged,success,success,false,false,false,0.9854536667790295,1.0
holdout,tr,tau_x_100,holdout_01,false,false,false,unchanged,timeout,timeout,false,true,true,0.3375359904629835,0.337928538459879
holdout,tr,tau_x_100,holdout_02,true,true,false,unchanged,success,success,false,false,false,0.9856762480762191,0.9862817662517255
holdout,tr,tau_x_100,holdout_03,false,false,false,unchanged,timeout,timeout,false,true,true,0.10156047535645085,0.09782853653597577
holdout,tr,tau_x_100,holdout_04,true,true,false,unchanged,success,success,false,false,false,0.9853087325347655,0.9867797061668651
holdout,tr,tau_x_100,holdout_05,true,true,false,unchanged,success,success,false,false,false,0.987076951751902,0.9882068948401549
holdout,tr,tau_x_100,holdout_06,true,true,false,unchanged,success,success,false,false,false,0.9859054796521324,0.9862411763121423
holdout,tr,tau_x_100,holdout_07,true,false,true,success_to_failure,success,timeout,true,false,true,0.987159117429357,0.13893351691145533
holdout,tr,tau_x_100,holdout_08,false,false,false,unchanged,timeout,timeout,false,true,true,0.4006266664397609,0.40080796607045704
holdout,tr,tau_x_100,holdout_09,false,false,false,unchanged,timeout,timeout,false,true,true,0.5411345505024049,0.5405548546873785
holdout,tr,tau_x_100,holdout_10,true,true,false,unchanged,success,success,false,false,false,0.987691787749909,0.9890482064313233
